"INDICATIVO","year","month","name_day","P_10mm","day"
"2017Y",2018,9,"P2",0,"02"
"2017Y",2018,9,"P3",0,"03"
"2017Y",2018,9,"P4",308,"04"
"2017Y",2018,9,"P5",28,"05"
"2017Y",2018,9,"P6",0,"06"
"2017Y",2018,9,"P7",0,"07"
"2017Y",2018,9,"P8",46,"08"
"2017Y",2018,9,"P9",0,"09"
"2017Y",2018,9,"P10",0,"010"
"2017Y",2018,9,"P11",0,"011"
"2017Y",2018,9,"P12",0,"012"
"2017Y",2018,9,"P13",0,"013"
"2017Y",2018,9,"P14",0,"014"
"2017Y",2018,9,"P15",0,"015"
"2017Y",2018,9,"P16",26,"016"
"2017Y",2018,9,"P17",196,"017"
"2017Y",2018,9,"P18",92,"018"
"2017Y",2018,9,"P19",0,"019"
"2017Y",2018,9,"P20",0,"020"
"2017Y",2018,9,"P21",0,"021"
"2017Y",2018,9,"P22",0,"022"
"2017Y",2018,9,"P23",0,"023"
"2017Y",2018,9,"P24",0,"024"
"2017Y",2018,9,"P25",6,"025"
"2017Y",2018,9,"P26",2,"026"
"2017Y",2018,9,"P27",0,"027"
"2017Y",2018,9,"P28",0,"028"
"2017Y",2018,9,"P29",0,"029"
"2017Y",2018,9,"P30",0,"030"
"2017Y",2018,9,"P31",NA,"031"
"2017Y",2018,10,"P1",0,"01"
"2017Y",2018,10,"P2",0,"02"
"2017Y",2018,10,"P3",0,"03"
"2017Y",2018,10,"P4",0,"04"
"2017Y",2018,10,"P5",0,"05"
"2017Y",2018,10,"P6",0,"06"
"2017Y",2018,10,"P7",10,"07"
"2017Y",2018,10,"P8",2,"08"
"2017Y",2018,10,"P9",56,"09"
"2017Y",2018,10,"P10",14,"010"
"2017Y",2018,10,"P11",26,"011"
"2017Y",2018,10,"P12",2,"012"
"2017Y",2018,10,"P13",0,"013"
"2017Y",2018,10,"P14",32,"014"
"2017Y",2018,10,"P15",0,"015"
"2017Y",2018,10,"P16",0,"016"
"2017Y",2018,10,"P17",46,"017"
"2017Y",2018,10,"P18",2,"018"
"2017Y",2018,10,"P19",60,"019"
"2017Y",2018,10,"P20",2,"020"
"2017Y",2018,10,"P21",0,"021"
"2017Y",2018,10,"P22",0,"022"
"2017Y",2018,10,"P23",0,"023"
"2017Y",2018,10,"P24",0,"024"
"2017Y",2018,10,"P25",0,"025"
"2017Y",2018,10,"P26",4,"026"
"2017Y",2018,10,"P27",4,"027"
"2017Y",2018,10,"P28",4,"028"
"2017Y",2018,10,"P29",38,"029"
"2017Y",2018,10,"P30",132,"030"
"2017Y",2018,10,"P31",30,"031"
"2017Y",2018,11,"P1",50,"01"
"2017Y",2018,11,"P2",6,"02"
"2017Y",2018,11,"P3",0,"03"
"2017Y",2018,11,"P4",102,"04"
"2017Y",2018,11,"P5",122,"05"
"2017Y",2018,11,"P6",46,"06"
"2017Y",2018,11,"P7",12,"07"
"2017Y",2018,11,"P8",28,"08"
"2017Y",2018,11,"P9",32,"09"
"2017Y",2018,11,"P10",106,"010"
"2017Y",2018,11,"P11",2,"011"
"2017Y",2018,11,"P12",28,"012"
"2017Y",2018,11,"P13",0,"013"
"2017Y",2018,11,"P14",0,"014"
"2017Y",2018,11,"P15",0,"015"
"2017Y",2018,11,"P16",4,"016"
"2017Y",2018,11,"P17",0,"017"
"2017Y",2018,11,"P18",30,"018"
"2017Y",2018,11,"P19",12,"019"
"2017Y",2018,11,"P20",100,"020"
"2017Y",2018,11,"P21",40,"021"
"2017Y",2018,11,"P22",66,"022"
"2017Y",2018,11,"P23",8,"023"
"2017Y",2018,11,"P24",106,"024"
"2017Y",2018,11,"P25",44,"025"
"2017Y",2018,11,"P26",18,"026"
"2017Y",2018,11,"P27",0,"027"
"2017Y",2018,11,"P28",0,"028"
"2017Y",2018,11,"P29",48,"029"
"2017Y",2018,11,"P30",2,"030"
"2017Y",2018,11,"P31",NA,"031"
"2017Y",2018,12,"P1",0,"01"
"2017Y",2018,12,"P2",0,"02"
"2017Y",2018,12,"P3",0,"03"
"2017Y",2018,12,"P4",2,"04"
"2017Y",2018,12,"P5",0,"05"
"2017Y",2018,12,"P6",0,"06"
"2017Y",2018,12,"P7",0,"07"
"2017Y",2018,12,"P8",0,"08"
"2017Y",2018,12,"P9",0,"09"
"2017Y",2018,12,"P10",0,"010"
"2017Y",2018,12,"P11",0,"011"
"2017Y",2018,12,"P12",4,"012"
"2017Y",2018,12,"P13",38,"013"
"2017Y",2018,12,"P14",0,"014"
"2017Y",2018,12,"P15",148,"015"
"2017Y",2018,12,"P16",76,"016"
"2017Y",2018,12,"P17",0,"017"
"2017Y",2018,12,"P18",16,"018"
"2017Y",2018,12,"P19",6,"019"
"2017Y",2018,12,"P20",0,"020"
"2017Y",2018,12,"P21",0,"021"
"2017Y",2018,12,"P22",2,"022"
"2017Y",2018,12,"P23",0,"023"
"2017Y",2018,12,"P24",0,"024"
"2017Y",2018,12,"P25",0,"025"
"2017Y",2018,12,"P26",0,"026"
"2017Y",2018,12,"P27",0,"027"
"2017Y",2018,12,"P28",0,"028"
"2017Y",2018,12,"P29",0,"029"
"2017Y",2018,12,"P30",0,"030"
"2017Y",2018,12,"P31",0,"031"
"2017Y",2019,1,"P1",0,"01"
"2017Y",2019,1,"P2",0,"02"
"2017Y",2019,1,"P3",0,"03"
"2017Y",2019,1,"P4",0,"04"
"2017Y",2019,1,"P5",0,"05"
"2017Y",2019,1,"P6",0,"06"
"2017Y",2019,1,"P7",0,"07"
"2017Y",2019,1,"P8",0,"08"
"2017Y",2019,1,"P9",0,"09"
"2017Y",2019,1,"P10",0,"010"
"2017Y",2019,1,"P11",0,"011"
"2017Y",2019,1,"P12",0,"012"
"2017Y",2019,1,"P13",0,"013"
"2017Y",2019,1,"P14",0,"014"
"2017Y",2019,1,"P15",0,"015"
"2017Y",2019,1,"P16",0,"016"
"2017Y",2019,1,"P17",0,"017"
"2017Y",2019,1,"P18",0,"018"
"2017Y",2019,1,"P19",4,"019"
"2017Y",2019,1,"P20",56,"020"
"2017Y",2019,1,"P21",30,"021"
"2017Y",2019,1,"P22",74,"022"
"2017Y",2019,1,"P23",212,"023"
"2017Y",2019,1,"P24",96,"024"
"2017Y",2019,1,"P25",2,"025"
"2017Y",2019,1,"P26",0,"026"
"2017Y",2019,1,"P27",2,"027"
"2017Y",2019,1,"P28",12,"028"
"2017Y",2019,1,"P29",20,"029"
"2017Y",2019,1,"P30",46,"030"
"2017Y",2019,1,"P31",232,"031"
"2017Y",2019,2,"P1",40,"01"
"2017Y",2019,2,"P2",0,"02"
"2017Y",2019,2,"P3",30,"03"
"2017Y",2019,2,"P4",48,"04"
"2017Y",2019,2,"P5",0,"05"
"2017Y",2019,2,"P6",0,"06"
"2017Y",2019,2,"P7",0,"07"
"2017Y",2019,2,"P8",0,"08"
"2017Y",2019,2,"P9",0,"09"
"2017Y",2019,2,"P10",0,"010"
"2017Y",2019,2,"P11",0,"011"
"2017Y",2019,2,"P12",0,"012"
"2017Y",2019,2,"P13",0,"013"
"2017Y",2019,2,"P14",0,"014"
"2017Y",2019,2,"P15",0,"015"
"2017Y",2019,2,"P16",0,"016"
"2017Y",2019,2,"P17",0,"017"
"2017Y",2019,2,"P18",0,"018"
"2017Y",2019,2,"P19",0,"019"
"2017Y",2019,2,"P20",0,"020"
"2017Y",2019,2,"P21",0,"021"
"2017Y",2019,2,"P22",0,"022"
"2017Y",2019,2,"P23",0,"023"
"2017Y",2019,2,"P24",0,"024"
"2017Y",2019,2,"P25",0,"025"
"2017Y",2019,2,"P26",0,"026"
"2017Y",2019,2,"P27",0,"027"
"2017Y",2019,2,"P28",0,"028"
"2017Y",2019,2,"P29",NA,"029"
"2017Y",2019,2,"P30",NA,"030"
"2017Y",2019,2,"P31",NA,"031"
"2017Y",2019,3,"P1",0,"01"
"2017Y",2019,3,"P2",0,"02"
"2017Y",2019,3,"P3",0,"03"
"2017Y",2019,3,"P4",0,"04"
"2017Y",2019,3,"P5",0,"05"
"2017Y",2019,3,"P6",166,"06"
"2017Y",2019,3,"P7",0,"07"
"2017Y",2019,3,"P8",0,"08"
"2017Y",2019,3,"P9",0,"09"
"2017Y",2019,3,"P10",0,"010"
"2017Y",2019,3,"P11",0,"011"
"2017Y",2019,3,"P12",0,"012"
"2017Y",2019,3,"P13",0,"013"
"2017Y",2019,3,"P14",0,"014"
"2017Y",2019,3,"P15",0,"015"
"2017Y",2019,3,"P16",0,"016"
"2017Y",2019,3,"P17",0,"017"
"2017Y",2019,3,"P18",0,"018"
"2017Y",2019,3,"P19",4,"019"
"2017Y",2019,3,"P20",0,"020"
"2017Y",2019,3,"P21",0,"021"
"2017Y",2019,3,"P22",0,"022"
"2017Y",2019,3,"P23",0,"023"
"2017Y",2019,3,"P24",0,"024"
"2017Y",2019,3,"P25",0,"025"
"2017Y",2019,3,"P26",0,"026"
"2017Y",2019,3,"P27",0,"027"
"2017Y",2019,3,"P28",0,"028"
"2017Y",2019,3,"P29",0,"029"
"2017Y",2019,3,"P30",0,"030"
"2017Y",2019,3,"P31",42,"031"
"2017Y",2019,4,"P1",12,"01"
"2017Y",2019,4,"P2",54,"02"
"2017Y",2019,4,"P3",4,"03"
"2017Y",2019,4,"P4",0,"04"
"2017Y",2019,4,"P5",16,"05"
"2017Y",2019,4,"P6",16,"06"
"2017Y",2019,4,"P7",36,"07"
"2017Y",2019,4,"P8",4,"08"
"2017Y",2019,4,"P9",18,"09"
"2017Y",2019,4,"P10",2,"010"
"2017Y",2019,4,"P11",2,"011"
"2017Y",2019,4,"P12",0,"012"
"2017Y",2019,4,"P13",0,"013"
"2017Y",2019,4,"P14",0,"014"
"2017Y",2019,4,"P15",10,"015"
"2017Y",2019,4,"P16",0,"016"
"2017Y",2019,4,"P17",88,"017"
"2017Y",2019,4,"P18",334,"018"
"2017Y",2019,4,"P19",10,"019"
"2017Y",2019,4,"P20",4,"020"
"2017Y",2019,4,"P21",2,"021"
"2017Y",2019,4,"P22",0,"022"
"2017Y",2019,4,"P23",34,"023"
"2017Y",2019,4,"P24",380,"024"
"2017Y",2019,4,"P25",50,"025"
"2017Y",2019,4,"P26",2,"026"
"2017Y",2019,4,"P27",0,"027"
"2017Y",2019,4,"P28",0,"028"
"2017Y",2019,4,"P29",0,"029"
"2017Y",2019,4,"P30",0,"030"
"2017Y",2019,4,"P31",NA,"031"
"2017Y",2019,5,"P1",4,"01"
"2017Y",2019,5,"P2",0,"02"
"2017Y",2019,5,"P3",10,"03"
"2017Y",2019,5,"P4",0,"04"
"2017Y",2019,5,"P5",0,"05"
"2017Y",2019,5,"P6",0,"06"
"2017Y",2019,5,"P7",12,"07"
"2017Y",2019,5,"P8",14,"08"
"2017Y",2019,5,"P9",42,"09"
"2017Y",2019,5,"P10",6,"010"
"2017Y",2019,5,"P11",0,"011"
"2017Y",2019,5,"P12",0,"012"
"2017Y",2019,5,"P13",0,"013"
"2017Y",2019,5,"P14",0,"014"
"2017Y",2019,5,"P15",0,"015"
"2017Y",2019,5,"P16",156,"016"
"2017Y",2019,5,"P17",10,"017"
"2017Y",2019,5,"P18",2,"018"
"2017Y",2019,5,"P19",0,"019"
"2017Y",2019,5,"P20",0,"020"
"2017Y",2019,5,"P21",0,"021"
"2017Y",2019,5,"P22",0,"022"
"2017Y",2019,5,"P23",62,"023"
"2017Y",2019,5,"P24",0,"024"
"2017Y",2019,5,"P25",0,"025"
"2017Y",2019,5,"P26",0,"026"
"2017Y",2019,5,"P27",0,"027"
"2017Y",2019,5,"P28",0,"028"
"2017Y",2019,5,"P29",0,"029"
"2017Y",2019,5,"P30",0,"030"
"2017Y",2019,5,"P31",0,"031"
"2017Y",2019,6,"P1",0,"01"
"2017Y",2019,6,"P2",0,"02"
"2017Y",2019,6,"P3",0,"03"
"2017Y",2019,6,"P4",74,"04"
"2017Y",2019,6,"P5",18,"05"
"2017Y",2019,6,"P6",20,"06"
"2017Y",2019,6,"P7",0,"07"
"2017Y",2019,6,"P8",6,"08"
"2017Y",2019,6,"P9",0,"09"
"2017Y",2019,6,"P10",14,"010"
"2017Y",2019,6,"P11",6,"011"
"2017Y",2019,6,"P12",0,"012"
"2017Y",2019,6,"P13",0,"013"
"2017Y",2019,6,"P14",0,"014"
"2017Y",2019,6,"P15",0,"015"
"2017Y",2019,6,"P16",0,"016"
"2017Y",2019,6,"P17",0,"017"
"2017Y",2019,6,"P18",0,"018"
"2017Y",2019,6,"P19",0,"019"
"2017Y",2019,6,"P20",80,"020"
"2017Y",2019,6,"P21",4,"021"
"2017Y",2019,6,"P22",0,"022"
"2017Y",2019,6,"P23",0,"023"
"2017Y",2019,6,"P24",0,"024"
"2017Y",2019,6,"P25",0,"025"
"2017Y",2019,6,"P26",0,"026"
"2017Y",2019,6,"P27",0,"027"
"2017Y",2019,6,"P28",0,"028"
"2017Y",2019,6,"P29",0,"029"
"2017Y",2019,6,"P30",0,"030"
"2017Y",2019,6,"P31",NA,"031"
"2017Y",2019,7,"P1",8,"01"
"2017Y",2019,7,"P2",0,"02"
"2017Y",2019,7,"P3",34,"03"
"2017Y",2019,7,"P4",0,"04"
"2017Y",2019,7,"P5",0,"05"
"2017Y",2019,7,"P6",0,"06"
"2017Y",2019,7,"P7",28,"07"
"2017Y",2019,7,"P8",182,"08"
"2017Y",2019,7,"P9",10,"09"
"2017Y",2019,7,"P10",0,"010"
"2017Y",2019,7,"P11",0,"011"
"2017Y",2019,7,"P12",0,"012"
"2017Y",2019,7,"P13",74,"013"
"2017Y",2019,7,"P14",0,"014"
"2017Y",2019,7,"P15",0,"015"
"2017Y",2019,7,"P16",26,"016"
"2017Y",2019,7,"P17",100,"017"
"2017Y",2019,7,"P18",0,"018"
"2017Y",2019,7,"P19",4,"019"
"2017Y",2019,7,"P20",0,"020"
"2017Y",2019,7,"P21",80,"021"
"2017Y",2019,7,"P22",0,"022"
"2017Y",2019,7,"P23",0,"023"
"2017Y",2019,7,"P24",0,"024"
"2017Y",2019,7,"P25",16,"025"
"2017Y",2019,7,"P26",24,"026"
"2017Y",2019,7,"P27",74,"027"
"2017Y",2019,7,"P28",0,"028"
"2017Y",2019,7,"P29",0,"029"
"2017Y",2019,7,"P30",0,"030"
"2017Y",2019,7,"P31",0,"031"
"2017Y",2019,8,"P1",0,"01"
"2017Y",2019,8,"P2",0,"02"
"2017Y",2019,8,"P3",0,"03"
"2017Y",2019,8,"P4",0,"04"
"2017Y",2019,8,"P5",0,"05"
"2017Y",2019,8,"P6",0,"06"
"2017Y",2019,8,"P7",0,"07"
"2017Y",2019,8,"P8",0,"08"
"2017Y",2019,8,"P9",0,"09"
"2017Y",2019,8,"P10",12,"010"
"2017Y",2019,8,"P11",0,"011"
"2017Y",2019,8,"P12",0,"012"
"2017Y",2019,8,"P13",0,"013"
"2017Y",2019,8,"P14",0,"014"
"2017Y",2019,8,"P15",0,"015"
"2017Y",2019,8,"P16",0,"016"
"2017Y",2019,8,"P17",0,"017"
"2017Y",2019,8,"P18",0,"018"
"2017Y",2019,8,"P19",38,"019"
"2017Y",2019,8,"P20",0,"020"
"2017Y",2019,8,"P21",24,"021"
"2017Y",2019,8,"P22",0,"022"
"2017Y",2019,8,"P23",0,"023"
"2017Y",2019,8,"P24",0,"024"
"2017Y",2019,8,"P25",0,"025"
"2017Y",2019,8,"P26",106,"026"
"2017Y",2019,8,"P27",8,"027"
"2017Y",2019,8,"P28",0,"028"
"2017Y",2019,8,"P29",0,"029"
"2017Y",2019,8,"P30",0,"030"
"2017Y",2019,8,"P31",8,"031"
"2017Y",2019,9,"P1",4,"01"
"2017Y",2019,9,"P2",0,"02"
"2017Y",2019,9,"P3",0,"03"
"2017Y",2019,9,"P4",0,"04"
"2017Y",2019,9,"P5",0,"05"
"2017Y",2019,9,"P6",0,"06"
"2017Y",2019,9,"P7",0,"07"
"2017Y",2019,9,"P8",0,"08"
"2017Y",2019,9,"P9",12,"09"
"2017Y",2019,9,"P10",84,"010"
"2017Y",2019,9,"P11",0,"011"
"2017Y",2019,9,"P12",0,"012"
"2017Y",2019,9,"P13",8,"013"
"2017Y",2019,9,"P14",12,"014"
"2017Y",2019,9,"P15",286,"015"
"2017Y",2019,9,"P16",62,"016"
"2017Y",2019,9,"P17",294,"017"
"2017Y",2019,9,"P18",8,"018"
"2017Y",2019,9,"P19",0,"019"
"2017Y",2019,9,"P20",198,"020"
"2017Y",2019,9,"P21",18,"021"
"2017Y",2019,9,"P22",0,"022"
"2017Y",2019,9,"P23",0,"023"
"2017Y",2019,9,"P24",0,"024"
"2017Y",2019,9,"P25",0,"025"
"2017Y",2019,9,"P26",0,"026"
"2017Y",2019,9,"P27",0,"027"
"2017Y",2019,9,"P28",0,"028"
"2017Y",2019,9,"P29",0,"029"
"2017Y",2019,9,"P30",0,"030"
"2017Y",2019,9,"P31",NA,"031"
"2017Y",2019,10,"P1",0,"01"
"2017Y",2019,10,"P2",0,"02"
"2017Y",2019,10,"P3",0,"03"
"2017Y",2019,10,"P4",0,"04"
"2017Y",2019,10,"P5",0,"05"
"2017Y",2019,10,"P6",0,"06"
"2017Y",2019,10,"P7",0,"07"
"2017Y",2019,10,"P8",0,"08"
"2017Y",2019,10,"P9",0,"09"
"2017Y",2019,10,"P10",0,"010"
"2017Y",2019,10,"P11",0,"011"
"2017Y",2019,10,"P12",28,"012"
"2017Y",2019,10,"P13",0,"013"
"2017Y",2019,10,"P14",48,"014"
"2017Y",2019,10,"P15",0,"015"
"2017Y",2019,10,"P16",0,"016"
"2017Y",2019,10,"P17",98,"017"
"2017Y",2019,10,"P18",2,"018"
"2017Y",2019,10,"P19",114,"019"
"2017Y",2019,10,"P20",8,"020"
"2017Y",2019,10,"P21",2,"021"
"2017Y",2019,10,"P22",88,"022"
"2017Y",2019,10,"P23",96,"023"
"2017Y",2019,10,"P24",0,"024"
"2017Y",2019,10,"P25",0,"025"
"2017Y",2019,10,"P26",0,"026"
"2017Y",2019,10,"P27",0,"027"
"2017Y",2019,10,"P28",0,"028"
"2017Y",2019,10,"P29",0,"029"
"2017Y",2019,10,"P30",0,"030"
"2017Y",2019,10,"P31",0,"031"
"2017Y",2019,11,"P1",20,"01"
"2017Y",2019,11,"P2",84,"02"
"2017Y",2019,11,"P3",8,"03"
"2017Y",2019,11,"P4",78,"04"
"2017Y",2019,11,"P5",44,"05"
"2017Y",2019,11,"P6",8,"06"
"2017Y",2019,11,"P7",6,"07"
"2017Y",2019,11,"P8",32,"08"
"2017Y",2019,11,"P9",60,"09"
"2017Y",2019,11,"P10",82,"010"
"2017Y",2019,11,"P11",30,"011"
"2017Y",2019,11,"P12",94,"012"
"2017Y",2019,11,"P13",58,"013"
"2017Y",2019,11,"P14",22,"014"
"2017Y",2019,11,"P15",24,"015"
"2017Y",2019,11,"P16",0,"016"
"2017Y",2019,11,"P17",32,"017"
"2017Y",2019,11,"P18",2,"018"
"2017Y",2019,11,"P19",0,"019"
"2017Y",2019,11,"P20",30,"020"
"2017Y",2019,11,"P21",20,"021"
"2017Y",2019,11,"P22",218,"022"
"2017Y",2019,11,"P23",2,"023"
"2017Y",2019,11,"P24",2,"024"
"2017Y",2019,11,"P25",0,"025"
"2017Y",2019,11,"P26",102,"026"
"2017Y",2019,11,"P27",68,"027"
"2017Y",2019,11,"P28",8,"028"
"2017Y",2019,11,"P29",8,"029"
"2017Y",2019,11,"P30",190,"030"
"2017Y",2019,11,"P31",NA,"031"
"2017Y",2019,12,"P1",4,"01"
"2017Y",2019,12,"P2",0,"02"
"2017Y",2019,12,"P3",0,"03"
"2017Y",2019,12,"P4",0,"04"
"2017Y",2019,12,"P5",0,"05"
"2017Y",2019,12,"P6",0,"06"
"2017Y",2019,12,"P7",2,"07"
"2017Y",2019,12,"P8",20,"08"
"2017Y",2019,12,"P9",0,"09"
"2017Y",2019,12,"P10",NA,"010"
"2017Y",2019,12,"P11",NA,"011"
"2017Y",2019,12,"P12",NA,"012"
"2017Y",2019,12,"P13",NA,"013"
"2017Y",2019,12,"P14",NA,"014"
"2017Y",2019,12,"P15",NA,"015"
"2017Y",2019,12,"P16",NA,"016"
"2017Y",2019,12,"P17",NA,"017"
"2017Y",2019,12,"P18",NA,"018"
"2017Y",2019,12,"P19",NA,"019"
"2017Y",2019,12,"P20",NA,"020"
"2017Y",2019,12,"P21",NA,"021"
"2017Y",2019,12,"P22",NA,"022"
"2017Y",2019,12,"P23",NA,"023"
"2017Y",2019,12,"P24",NA,"024"
"2017Y",2019,12,"P25",NA,"025"
"2017Y",2019,12,"P26",NA,"026"
"2017Y",2019,12,"P27",NA,"027"
"2017Y",2019,12,"P28",NA,"028"
"2017Y",2019,12,"P29",NA,"029"
"2017Y",2019,12,"P30",NA,"030"
"2017Y",2019,12,"P31",NA,"031"
"9158A",1996,11,"P1",0,"01"
"9158A",1996,11,"P2",0,"02"
"9158A",1996,11,"P3",72,"03"
"9158A",1996,11,"P4",-3,"04"
"9158A",1996,11,"P5",0,"05"
"9158A",1996,11,"P6",0,"06"
"9158A",1996,11,"P7",0,"07"
"9158A",1996,11,"P8",0,"08"
"9158A",1996,11,"P9",0,"09"
"9158A",1996,11,"P10",72,"010"
"9158A",1996,11,"P11",14,"011"
"9158A",1996,11,"P12",5,"012"
"9158A",1996,11,"P13",0,"013"
"9158A",1996,11,"P14",7,"014"
"9158A",1996,11,"P15",100,"015"
"9158A",1996,11,"P16",80,"016"
"9158A",1996,11,"P17",80,"017"
"9158A",1996,11,"P18",71,"018"
"9158A",1996,11,"P19",2,"019"
"9158A",1996,11,"P20",21,"020"
"9158A",1996,11,"P21",69,"021"
"9158A",1996,11,"P22",51,"022"
"9158A",1996,11,"P23",20,"023"
"9158A",1996,11,"P24",0,"024"
"9158A",1996,11,"P25",111,"025"
"9158A",1996,11,"P26",5,"026"
"9158A",1996,11,"P27",161,"027"
"9158A",1996,11,"P28",58,"028"
"9158A",1996,11,"P29",38,"029"
"9158A",1996,11,"P30",10,"030"
"9158A",1996,11,"P31",NA,"031"
"9158A",1996,12,"P1",0,"01"
"9158A",1996,12,"P2",0,"02"
"9158A",1996,12,"P3",0,"03"
"9158A",1996,12,"P4",0,"04"
"9158A",1996,12,"P5",0,"05"
"9158A",1996,12,"P6",0,"06"
"9158A",1996,12,"P7",0,"07"
"9158A",1996,12,"P8",0,"08"
"9158A",1996,12,"P9",0,"09"
"9158A",1996,12,"P10",0,"010"
"9158A",1996,12,"P11",0,"011"
"9158A",1996,12,"P12",0,"012"
"9158A",1996,12,"P13",0,"013"
"9158A",1996,12,"P14",0,"014"
"9158A",1996,12,"P15",0,"015"
"9158A",1996,12,"P16",0,"016"
"9158A",1996,12,"P17",0,"017"
"9158A",1996,12,"P18",0,"018"
"9158A",1996,12,"P19",0,"019"
"9158A",1996,12,"P20",0,"020"
"9158A",1996,12,"P21",0,"021"
"9158A",1996,12,"P22",0,"022"
"9158A",1996,12,"P23",0,"023"
"9158A",1996,12,"P24",0,"024"
"9158A",1996,12,"P25",0,"025"
"9158A",1996,12,"P26",0,"026"
"9158A",1996,12,"P27",0,"027"
"9158A",1996,12,"P28",0,"028"
"9158A",1996,12,"P29",0,"029"
"9158A",1996,12,"P30",0,"030"
"9158A",1996,12,"P31",0,"031"
"9158A",1997,1,"P1",0,"01"
"9158A",1997,1,"P2",33,"02"
"9158A",1997,1,"P3",20,"03"
"9158A",1997,1,"P4",0,"04"
"9158A",1997,1,"P5",80,"05"
"9158A",1997,1,"P6",20,"06"
"9158A",1997,1,"P7",27,"07"
"9158A",1997,1,"P8",98,"08"
"9158A",1997,1,"P9",98,"09"
"9158A",1997,1,"P10",10,"010"
"9158A",1997,1,"P11",0,"011"
"9158A",1997,1,"P12",0,"012"
"9158A",1997,1,"P13",7,"013"
"9158A",1997,1,"P14",0,"014"
"9158A",1997,1,"P15",-3,"015"
"9158A",1997,1,"P16",6,"016"
"9158A",1997,1,"P17",30,"017"
"9158A",1997,1,"P18",50,"018"
"9158A",1997,1,"P19",50,"019"
"9158A",1997,1,"P20",61,"020"
"9158A",1997,1,"P21",0,"021"
"9158A",1997,1,"P22",87,"022"
"9158A",1997,1,"P23",25,"023"
"9158A",1997,1,"P24",4,"024"
"9158A",1997,1,"P25",0,"025"
"9158A",1997,1,"P26",0,"026"
"9158A",1997,1,"P27",0,"027"
"9158A",1997,1,"P28",0,"028"
"9158A",1997,1,"P29",0,"029"
"9158A",1997,1,"P30",0,"030"
"9158A",1997,1,"P31",-3,"031"
"9158A",1997,2,"P1",0,"01"
"9158A",1997,2,"P2",34,"02"
"9158A",1997,2,"P3",4,"03"
"9158A",1997,2,"P4",0,"04"
"9158A",1997,2,"P5",0,"05"
"9158A",1997,2,"P6",0,"06"
"9158A",1997,2,"P7",0,"07"
"9158A",1997,2,"P8",0,"08"
"9158A",1997,2,"P9",0,"09"
"9158A",1997,2,"P10",0,"010"
"9158A",1997,2,"P11",0,"011"
"9158A",1997,2,"P12",0,"012"
"9158A",1997,2,"P13",0,"013"
"9158A",1997,2,"P14",0,"014"
"9158A",1997,2,"P15",10,"015"
"9158A",1997,2,"P16",22,"016"
"9158A",1997,2,"P17",0,"017"
"9158A",1997,2,"P18",0,"018"
"9158A",1997,2,"P19",0,"019"
"9158A",1997,2,"P20",0,"020"
"9158A",1997,2,"P21",0,"021"
"9158A",1997,2,"P22",0,"022"
"9158A",1997,2,"P23",5,"023"
"9158A",1997,2,"P24",0,"024"
"9158A",1997,2,"P25",0,"025"
"9158A",1997,2,"P26",0,"026"
"9158A",1997,2,"P27",0,"027"
"9158A",1997,2,"P28",0,"028"
"9158A",1997,2,"P29",NA,"029"
"9158A",1997,2,"P30",NA,"030"
"9158A",1997,2,"P31",NA,"031"
"9158A",1997,3,"P1",0,"01"
"9158A",1997,3,"P2",0,"02"
"9158A",1997,3,"P3",0,"03"
"9158A",1997,3,"P4",0,"04"
"9158A",1997,3,"P5",0,"05"
"9158A",1997,3,"P6",0,"06"
"9158A",1997,3,"P7",0,"07"
"9158A",1997,3,"P8",0,"08"
"9158A",1997,3,"P9",0,"09"
"9158A",1997,3,"P10",0,"010"
"9158A",1997,3,"P11",0,"011"
"9158A",1997,3,"P12",0,"012"
"9158A",1997,3,"P13",0,"013"
"9158A",1997,3,"P14",0,"014"
"9158A",1997,3,"P15",0,"015"
"9158A",1997,3,"P16",0,"016"
"9158A",1997,3,"P17",0,"017"
"9158A",1997,3,"P18",0,"018"
"9158A",1997,3,"P19",0,"019"
"9158A",1997,3,"P20",0,"020"
"9158A",1997,3,"P21",0,"021"
"9158A",1997,3,"P22",0,"022"
"9158A",1997,3,"P23",0,"023"
"9158A",1997,3,"P24",0,"024"
"9158A",1997,3,"P25",56,"025"
"9158A",1997,3,"P26",-3,"026"
"9158A",1997,3,"P27",0,"027"
"9158A",1997,3,"P28",0,"028"
"9158A",1997,3,"P29",0,"029"
"9158A",1997,3,"P30",0,"030"
"9158A",1997,3,"P31",0,"031"
"9158A",1997,4,"P1",0,"01"
"9158A",1997,4,"P2",0,"02"
"9158A",1997,4,"P3",0,"03"
"9158A",1997,4,"P4",0,"04"
"9158A",1997,4,"P5",0,"05"
"9158A",1997,4,"P6",0,"06"
"9158A",1997,4,"P7",0,"07"
"9158A",1997,4,"P8",-3,"08"
"9158A",1997,4,"P9",0,"09"
"9158A",1997,4,"P10",0,"010"
"9158A",1997,4,"P11",0,"011"
"9158A",1997,4,"P12",0,"012"
"9158A",1997,4,"P13",0,"013"
"9158A",1997,4,"P14",0,"014"
"9158A",1997,4,"P15",0,"015"
"9158A",1997,4,"P16",0,"016"
"9158A",1997,4,"P17",0,"017"
"9158A",1997,4,"P18",210,"018"
"9158A",1997,4,"P19",230,"019"
"9158A",1997,4,"P20",250,"020"
"9158A",1997,4,"P21",0,"021"
