"INDICATIVO","year","month","name_day","P_10mm","day"
"9287A",2005,3,"P25",4,"025"
"9287A",2005,3,"P26",14,"026"
"9287A",2005,3,"P27",0,"027"
"9287A",2005,3,"P28",0,"028"
"9287A",2005,3,"P29",22,"029"
"9287A",2005,3,"P30",0,"030"
"9287A",2005,3,"P31",NA,"031"
"9287A",2005,4,"P1",10,"01"
"9287A",2005,4,"P2",58,"02"
"9287A",2005,4,"P3",2,"03"
"9287A",2005,4,"P4",22,"04"
"9287A",2005,4,"P5",0,"05"
"9287A",2005,4,"P6",0,"06"
"9287A",2005,4,"P7",44,"07"
"9287A",2005,4,"P8",6,"08"
"9287A",2005,4,"P9",10,"09"
"9287A",2005,4,"P10",2,"010"
"9287A",2005,4,"P11",8,"011"
"9287A",2005,4,"P12",0,"012"
"9287A",2005,4,"P13",0,"013"
"9287A",2005,4,"P14",24,"014"
"9287A",2005,4,"P15",16,"015"
"9287A",2005,4,"P16",2,"016"
"9287A",2005,4,"P17",0,"017"
"9287A",2005,4,"P18",0,"018"
"9287A",2005,4,"P19",20,"019"
"9287A",2005,4,"P20",0,"020"
"9287A",2005,4,"P21",24,"021"
"9287A",2005,4,"P22",2,"022"
"9287A",2005,4,"P23",2,"023"
"9287A",2005,4,"P24",20,"024"
"9287A",2005,4,"P25",0,"025"
"9287A",2005,4,"P26",0,"026"
"9287A",2005,4,"P27",0,"027"
"9287A",2005,4,"P28",0,"028"
"9287A",2005,4,"P29",0,"029"
"9287A",2005,4,"P30",0,"030"
"9287A",2005,4,"P31",NA,"031"
"9287A",2005,5,"P1",0,"01"
"9287A",2005,5,"P2",0,"02"
"9287A",2005,5,"P3",0,"03"
"9287A",2005,5,"P4",0,"04"
"9287A",2005,5,"P5",0,"05"
"9287A",2005,5,"P6",0,"06"
"9287A",2005,5,"P7",0,"07"
"9287A",2005,5,"P8",0,"08"
"9287A",2005,5,"P9",40,"09"
"9287A",2005,5,"P10",8,"010"
"9287A",2005,5,"P11",36,"011"
"9287A",2005,5,"P12",32,"012"
"9287A",2005,5,"P13",40,"013"
"9287A",2005,5,"P14",0,"014"
"9287A",2005,5,"P15",0,"015"
"9287A",2005,5,"P16",110,"016"
"9287A",2005,5,"P17",46,"017"
"9287A",2005,5,"P18",0,"018"
"9287A",2005,5,"P19",0,"019"
"9287A",2005,5,"P20",0,"020"
"9287A",2005,5,"P21",0,"021"
"9287A",2005,5,"P22",0,"022"
"9287A",2005,5,"P23",0,"023"
"9287A",2005,5,"P24",0,"024"
"9287A",2005,5,"P25",0,"025"
"9287A",2005,5,"P26",0,"026"
"9287A",2005,5,"P27",0,"027"
"9287A",2005,5,"P28",0,"028"
"9287A",2005,5,"P29",0,"029"
"9287A",2005,5,"P30",0,"030"
"9287A",2005,5,"P31",NA,"031"
"9287A",2005,6,"P1",NA,"01"
"9287A",2005,6,"P2",0,"02"
"9287A",2005,6,"P3",6,"03"
"9287A",2005,6,"P4",0,"04"
"9287A",2005,6,"P5",0,"05"
"9287A",2005,6,"P6",0,"06"
"9287A",2005,6,"P7",0,"07"
"9287A",2005,6,"P8",0,"08"
"9287A",2005,6,"P9",0,"09"
"9287A",2005,6,"P10",0,"010"
"9287A",2005,6,"P11",18,"011"
"9287A",2005,6,"P12",0,"012"
"9287A",2005,6,"P13",0,"013"
"9287A",2005,6,"P14",0,"014"
"9287A",2005,6,"P15",0,"015"
"9287A",2005,6,"P16",0,"016"
"9287A",2005,6,"P17",0,"017"
"9287A",2005,6,"P18",0,"018"
"9287A",2005,6,"P19",0,"019"
"9287A",2005,6,"P20",72,"020"
"9287A",2005,6,"P21",300,"021"
"9287A",2005,6,"P22",2,"022"
"9287A",2005,6,"P23",0,"023"
"9287A",2005,6,"P24",0,"024"
"9287A",2005,6,"P25",0,"025"
"9287A",2005,6,"P26",0,"026"
"9287A",2005,6,"P27",60,"027"
"9287A",2005,6,"P28",0,"028"
"9287A",2005,6,"P29",0,"029"
"9287A",2005,6,"P30",NA,"030"
"9287A",2005,6,"P31",NA,"031"
"9287A",2005,7,"P1",NA,"01"
"9287A",2005,7,"P2",0,"02"
"9287A",2005,7,"P3",0,"03"
"9287A",2005,7,"P4",0,"04"
"9287A",2005,7,"P5",0,"05"
"9287A",2005,7,"P6",0,"06"
"9287A",2005,7,"P7",0,"07"
"9287A",2005,7,"P8",0,"08"
"9287A",2005,7,"P9",0,"09"
"9287A",2005,7,"P10",0,"010"
"9287A",2005,7,"P11",0,"011"
"9287A",2005,7,"P12",0,"012"
"9287A",2005,7,"P13",0,"013"
"9287A",2005,7,"P14",0,"014"
"9287A",2005,7,"P15",0,"015"
"9287A",2005,7,"P16",0,"016"
"9287A",2005,7,"P17",0,"017"
"9287A",2005,7,"P18",0,"018"
"9287A",2005,7,"P19",0,"019"
"9287A",2005,7,"P20",0,"020"
"9287A",2005,7,"P21",0,"021"
"9287A",2005,7,"P22",0,"022"
"9287A",2005,7,"P23",0,"023"
"9287A",2005,7,"P24",0,"024"
"9287A",2005,7,"P25",66,"025"
"9287A",2005,7,"P26",0,"026"
"9287A",2005,7,"P27",0,"027"
"9287A",2005,7,"P28",0,"028"
"9287A",2005,7,"P29",0,"029"
"9287A",2005,7,"P30",0,"030"
"9287A",2005,7,"P31",NA,"031"
"9287A",2005,8,"P1",NA,"01"
"9287A",2005,8,"P2",0,"02"
"9287A",2005,8,"P3",0,"03"
"9287A",2005,8,"P4",0,"04"
"9287A",2005,8,"P5",0,"05"
"9287A",2005,8,"P6",0,"06"
"9287A",2005,8,"P7",0,"07"
"9287A",2005,8,"P8",0,"08"
"9287A",2005,8,"P9",0,"09"
"9287A",2005,8,"P10",8,"010"
"9287A",2005,8,"P11",0,"011"
"9287A",2005,8,"P12",0,"012"
"9287A",2005,8,"P13",0,"013"
"9287A",2005,8,"P14",0,"014"
"9287A",2005,8,"P15",0,"015"
"9287A",2005,8,"P16",0,"016"
"9287A",2005,8,"P17",12,"017"
"9287A",2005,8,"P18",30,"018"
"9287A",2005,8,"P19",0,"019"
"9287A",2005,8,"P20",2,"020"
"9287A",2005,8,"P21",0,"021"
"9287A",2005,8,"P22",0,"022"
"9287A",2005,8,"P23",0,"023"
"9287A",2005,8,"P24",0,"024"
"9287A",2005,8,"P25",0,"025"
"9287A",2005,8,"P26",0,"026"
"9287A",2005,8,"P27",0,"027"
"9287A",2005,8,"P28",0,"028"
"9287A",2005,8,"P29",0,"029"
"9287A",2005,8,"P30",0,"030"
"9287A",2005,8,"P31",NA,"031"
"9287A",2005,9,"P1",NA,"01"
"9287A",2005,9,"P2",0,"02"
"9287A",2005,9,"P3",0,"03"
"9287A",2005,9,"P4",0,"04"
"9287A",2005,9,"P5",0,"05"
"9287A",2005,9,"P6",20,"06"
"9287A",2005,9,"P7",44,"07"
"9287A",2005,9,"P8",54,"08"
"9287A",2005,9,"P9",4,"09"
"9287A",2005,9,"P10",0,"010"
"9287A",2005,9,"P11",0,"011"
"9287A",2005,9,"P12",0,"012"
"9287A",2005,9,"P13",0,"013"
"9287A",2005,9,"P14",0,"014"
"9287A",2005,9,"P15",0,"015"
"9287A",2005,9,"P16",0,"016"
"9287A",2005,9,"P17",0,"017"
"9287A",2005,9,"P18",0,"018"
"9287A",2005,9,"P19",0,"019"
"9287A",2005,9,"P20",0,"020"
"9287A",2005,9,"P21",0,"021"
"9287A",2005,9,"P22",0,"022"
"9287A",2005,9,"P23",0,"023"
"9287A",2005,9,"P24",0,"024"
"9287A",2005,9,"P25",0,"025"
"9287A",2005,9,"P26",0,"026"
"9287A",2005,9,"P27",0,"027"
"9287A",2005,9,"P28",0,"028"
"9287A",2005,9,"P29",0,"029"
"9287A",2005,9,"P30",0,"030"
"9287A",2005,9,"P31",NA,"031"
"9287A",2005,10,"P1",0,"01"
"9287A",2005,10,"P2",NA,"02"
"9287A",2005,10,"P3",NA,"03"
"9287A",2005,10,"P4",0,"04"
"9287A",2005,10,"P5",0,"05"
"9287A",2005,10,"P6",0,"06"
"9287A",2005,10,"P7",0,"07"
"9287A",2005,10,"P8",0,"08"
"9287A",2005,10,"P9",0,"09"
"9287A",2005,10,"P10",0,"010"
"9287A",2005,10,"P11",0,"011"
"9287A",2005,10,"P12",32,"012"
"9287A",2005,10,"P13",170,"013"
"9287A",2005,10,"P14",34,"014"
"9287A",2005,10,"P15",0,"015"
"9287A",2005,10,"P16",0,"016"
"9287A",2005,10,"P17",50,"017"
"9287A",2005,10,"P18",50,"018"
"9287A",2005,10,"P19",0,"019"
"9287A",2005,10,"P20",4,"020"
"9287A",2005,10,"P21",8,"021"
"9287A",2005,10,"P22",70,"022"
"9287A",2005,10,"P23",0,"023"
"9287A",2005,10,"P24",0,"024"
"9287A",2005,10,"P25",0,"025"
"9287A",2005,10,"P26",0,"026"
"9287A",2005,10,"P27",0,"027"
"9287A",2005,10,"P28",98,"028"
"9287A",2005,10,"P29",0,"029"
"9287A",2005,10,"P30",34,"030"
"9287A",2005,10,"P31",0,"031"
"9287A",2005,11,"P1",0,"01"
"9287A",2005,11,"P2",NA,"02"
"9287A",2005,11,"P3",NA,"03"
"9287A",2005,11,"P4",0,"04"
"9287A",2005,11,"P5",0,"05"
"9287A",2005,11,"P6",0,"06"
"9287A",2005,11,"P7",0,"07"
"9287A",2005,11,"P8",48,"08"
"9287A",2005,11,"P9",22,"09"
"9287A",2005,11,"P10",0,"010"
"9287A",2005,11,"P11",0,"011"
"9287A",2005,11,"P12",84,"012"
"9287A",2005,11,"P13",326,"013"
"9287A",2005,11,"P14",46,"014"
"9287A",2005,11,"P15",168,"015"
"9287A",2005,11,"P16",12,"016"
"9287A",2005,11,"P17",0,"017"
"9287A",2005,11,"P18",0,"018"
"9287A",2005,11,"P19",0,"019"
"9287A",2005,11,"P20",0,"020"
"9287A",2005,11,"P21",2,"021"
"9287A",2005,11,"P22",0,"022"
"9287A",2005,11,"P23",0,"023"
"9287A",2005,11,"P24",0,"024"
"9287A",2005,11,"P25",6,"025"
"9287A",2005,11,"P26",2,"026"
"9287A",2005,11,"P27",0,"027"
"9287A",2005,11,"P28",0,"028"
"9287A",2005,11,"P29",0,"029"
"9287A",2005,11,"P30",NA,"030"
"9287A",2005,11,"P31",NA,"031"
"9287A",2005,12,"P1",NA,"01"
"9287A",2005,12,"P2",14,"02"
"9287A",2005,12,"P3",0,"03"
"9287A",2005,12,"P4",0,"04"
"9287A",2005,12,"P5",0,"05"
"9287A",2005,12,"P6",6,"06"
"9287A",2005,12,"P7",0,"07"
"9287A",2005,12,"P8",4,"08"
"9287A",2005,12,"P9",0,"09"
"9287A",2005,12,"P10",0,"010"
"9287A",2005,12,"P11",0,"011"
"9287A",2005,12,"P12",0,"012"
"9287A",2005,12,"P13",0,"013"
"9287A",2005,12,"P14",2,"014"
"9287A",2005,12,"P15",0,"015"
"9287A",2005,12,"P16",0,"016"
"9287A",2005,12,"P17",8,"017"
"9287A",2005,12,"P18",0,"018"
"9287A",2005,12,"P19",0,"019"
"9287A",2005,12,"P20",0,"020"
"9287A",2005,12,"P21",0,"021"
"9287A",2005,12,"P22",0,"022"
"9287A",2005,12,"P23",0,"023"
"9287A",2005,12,"P24",0,"024"
"9287A",2005,12,"P25",0,"025"
"9287A",2005,12,"P26",10,"026"
"9287A",2005,12,"P27",2,"027"
"9287A",2005,12,"P28",2,"028"
"9287A",2005,12,"P29",38,"029"
"9287A",2005,12,"P30",0,"030"
"9287A",2005,12,"P31",14,"031"
"9287A",2006,1,"P1",6,"01"
"9287A",2006,1,"P2",NA,"02"
"9287A",2006,1,"P3",NA,"03"
"9287A",2006,1,"P4",2,"04"
"9287A",2006,1,"P5",0,"05"
"9287A",2006,1,"P6",12,"06"
"9287A",2006,1,"P7",48,"07"
"9287A",2006,1,"P8",16,"08"
"9287A",2006,1,"P9",24,"09"
"9287A",2006,1,"P10",20,"010"
"9287A",2006,1,"P11",0,"011"
"9287A",2006,1,"P12",0,"012"
"9287A",2006,1,"P13",0,"013"
"9287A",2006,1,"P14",0,"014"
"9287A",2006,1,"P15",0,"015"
"9287A",2006,1,"P16",6,"016"
"9287A",2006,1,"P17",0,"017"
"9287A",2006,1,"P18",0,"018"
"9287A",2006,1,"P19",0,"019"
"9287A",2006,1,"P20",0,"020"
"9287A",2006,1,"P21",0,"021"
"9287A",2006,1,"P22",0,"022"
"9287A",2006,1,"P23",0,"023"
"9287A",2006,1,"P24",0,"024"
"9287A",2006,1,"P25",0,"025"
"9287A",2006,1,"P26",0,"026"
"9287A",2006,1,"P27",0,"027"
"9287A",2006,1,"P28",0,"028"
"9287A",2006,1,"P29",0,"029"
"9287A",2006,1,"P30",0,"030"
"9287A",2006,1,"P31",0,"031"
"9287A",2006,2,"P1",NA,"01"
"9287A",2006,2,"P2",NA,"02"
"9287A",2006,2,"P3",0,"03"
"9287A",2006,2,"P4",0,"04"
"9287A",2006,2,"P5",0,"05"
"9287A",2006,2,"P6",0,"06"
"9287A",2006,2,"P7",0,"07"
"9287A",2006,2,"P8",0,"08"
"9287A",2006,2,"P9",0,"09"
"9287A",2006,2,"P10",0,"010"
"9287A",2006,2,"P11",0,"011"
"9287A",2006,2,"P12",0,"012"
"9287A",2006,2,"P13",0,"013"
"9287A",2006,2,"P14",0,"014"
"9287A",2006,2,"P15",0,"015"
"9287A",2006,2,"P16",0,"016"
"9287A",2006,2,"P17",20,"017"
"9287A",2006,2,"P18",80,"018"
"9287A",2006,2,"P19",4,"019"
"9287A",2006,2,"P20",0,"020"
"9287A",2006,2,"P21",32,"021"
"9287A",2006,2,"P22",0,"022"
"9287A",2006,2,"P23",0,"023"
"9287A",2006,2,"P24",0,"024"
"9287A",2006,2,"P25",14,"025"
"9287A",2006,2,"P26",62,"026"
"9287A",2006,2,"P27",72,"027"
"9287A",2006,2,"P28",NA,"028"
"9287A",2006,2,"P29",NA,"029"
"9287A",2006,2,"P30",NA,"030"
"9287A",2006,2,"P31",NA,"031"
"9287A",2006,3,"P1",NA,"01"
"9287A",2006,3,"P2",0,"02"
"9287A",2006,3,"P3",0,"03"
"9287A",2006,3,"P4",58,"04"
"9287A",2006,3,"P5",0,"05"
"9287A",2006,3,"P6",0,"06"
"9287A",2006,3,"P7",0,"07"
"9287A",2006,3,"P8",0,"08"
"9287A",2006,3,"P9",14,"09"
"9287A",2006,3,"P10",0,"010"
"9287A",2006,3,"P11",14,"011"
"9287A",2006,3,"P12",0,"012"
"9287A",2006,3,"P13",0,"013"
"9287A",2006,3,"P14",0,"014"
"9287A",2006,3,"P15",0,"015"
"9287A",2006,3,"P16",0,"016"
"9287A",2006,3,"P17",24,"017"
"9287A",2006,3,"P18",122,"018"
"9287A",2006,3,"P19",8,"019"
"9287A",2006,3,"P20",0,"020"
"9287A",2006,3,"P21",0,"021"
"9287A",2006,3,"P22",0,"022"
"9287A",2006,3,"P23",20,"023"
"9287A",2006,3,"P24",0,"024"
"9287A",2006,3,"P25",0,"025"
"9287A",2006,3,"P26",0,"026"
"9287A",2006,3,"P27",18,"027"
"9287A",2006,3,"P28",2,"028"
"9287A",2006,3,"P29",0,"029"
"9287A",2006,3,"P30",0,"030"
"9287A",2006,3,"P31",0,"031"
"9287A",2006,4,"P1",0,"01"
"9287A",2006,4,"P2",0,"02"
"9287A",2006,4,"P3",0,"03"
"9287A",2006,4,"P4",NA,"04"
"9287A",2006,4,"P5",NA,"05"
"9287A",2006,4,"P6",12,"06"
"9287A",2006,4,"P7",2,"07"
"9287A",2006,4,"P8",0,"08"
"9287A",2006,4,"P9",186,"09"
"9287A",2006,4,"P10",2,"010"
"9287A",2006,4,"P11",0,"011"
"9287A",2006,4,"P12",0,"012"
"9287A",2006,4,"P13",0,"013"
"9287A",2006,4,"P14",26,"014"
"9287A",2006,4,"P15",2,"015"
"9287A",2006,4,"P16",72,"016"
"9287A",2006,4,"P17",4,"017"
"9287A",2006,4,"P18",0,"018"
"9287A",2006,4,"P19",22,"019"
"9287A",2006,4,"P20",8,"020"
"9287A",2006,4,"P21",50,"021"
"9287A",2006,4,"P22",10,"022"
"9287A",2006,4,"P23",2,"023"
"9287A",2006,4,"P24",0,"024"
"9287A",2006,4,"P25",0,"025"
"9287A",2006,4,"P26",0,"026"
"9287A",2006,4,"P27",0,"027"
"9287A",2006,4,"P28",0,"028"
"9287A",2006,4,"P29",0,"029"
"9287A",2006,4,"P30",NA,"030"
"9287A",2006,4,"P31",NA,"031"
"9287A",2006,5,"P1",NA,"01"
"9287A",2006,5,"P2",20,"02"
"9287A",2006,5,"P3",0,"03"
"9287A",2006,5,"P4",0,"04"
"9287A",2006,5,"P5",20,"05"
"9287A",2006,5,"P6",44,"06"
"9287A",2006,5,"P7",66,"07"
"9287A",2006,5,"P8",2,"08"
"9287A",2006,5,"P9",0,"09"
"9287A",2006,5,"P10",0,"010"
"9287A",2006,5,"P11",176,"011"
"9287A",2006,5,"P12",42,"012"
"9287A",2006,5,"P13",50,"013"
"9287A",2006,5,"P14",2,"014"
"9287A",2006,5,"P15",NA,"015"
"9287A",2006,5,"P16",NA,"016"
"9287A",2006,5,"P17",2,"017"
"9287A",2006,5,"P18",0,"018"
"9287A",2006,5,"P19",0,"019"
"9287A",2006,5,"P20",0,"020"
"9287A",2006,5,"P21",0,"021"
"9287A",2006,5,"P22",0,"022"
"9287A",2006,5,"P23",0,"023"
"9287A",2006,5,"P24",0,"024"
"9287A",2006,5,"P25",0,"025"
"9287A",2006,5,"P26",0,"026"
"9287A",2006,5,"P27",0,"027"
"9287A",2006,5,"P28",0,"028"
"9287A",2006,5,"P29",0,"029"
"9287A",2006,5,"P30",0,"030"
"9287A",2006,5,"P31",0,"031"
"9287A",2006,6,"P1",0,"01"
"9287A",2006,6,"P2",NA,"02"
"9287A",2006,6,"P3",NA,"03"
"9287A",2006,6,"P4",0,"04"
"9287A",2006,6,"P5",0,"05"
"9287A",2006,6,"P6",0,"06"
"9287A",2006,6,"P7",0,"07"
"9287A",2006,6,"P8",0,"08"
"9287A",2006,6,"P9",76,"09"
"9287A",2006,6,"P10",0,"010"
"9287A",2006,6,"P11",0,"011"
"9287A",2006,6,"P12",0,"012"
"9287A",2006,6,"P13",0,"013"
"9287A",2006,6,"P14",0,"014"
"9287A",2006,6,"P15",0,"015"
"9287A",2006,6,"P16",28,"016"
"9287A",2006,6,"P17",394,"017"
"9287A",2006,6,"P18",0,"018"
"9287A",2006,6,"P19",432,"019"
"9287A",2006,6,"P20",2,"020"
"9287A",2006,6,"P21",0,"021"
"9287A",2006,6,"P22",0,"022"
"9287A",2006,6,"P23",34,"023"
"9287A",2006,6,"P24",392,"024"
"9287A",2006,6,"P25",0,"025"
"9287A",2006,6,"P26",0,"026"
"9287A",2006,6,"P27",4,"027"
"9287A",2006,6,"P28",0,"028"
"9287A",2006,6,"P29",0,"029"
"9287A",2006,6,"P30",NA,"030"
"9287A",2006,6,"P31",NA,"031"
"9287A",2006,7,"P1",NA,"01"
"9287A",2006,7,"P2",0,"02"
"9287A",2006,7,"P3",0,"03"
"9287A",2006,7,"P4",0,"04"
"9287A",2006,7,"P5",44,"05"
"9287A",2006,7,"P6",2,"06"
"9287A",2006,7,"P7",0,"07"
"9287A",2006,7,"P8",0,"08"
"9287A",2006,7,"P9",0,"09"
"9287A",2006,7,"P10",0,"010"
"9287A",2006,7,"P11",0,"011"
"9287A",2006,7,"P12",0,"012"
"9287A",2006,7,"P13",0,"013"
"9287A",2006,7,"P14",26,"014"
"9287A",2006,7,"P15",10,"015"
"9287A",2006,7,"P16",4,"016"
"9287A",2006,7,"P17",200,"017"
"9287A",2006,7,"P18",30,"018"
"9287A",2006,7,"P19",214,"019"
"9287A",2006,7,"P20",0,"020"
"9287A",2006,7,"P21",0,"021"
"9287A",2006,7,"P22",0,"022"
"9287A",2006,7,"P23",0,"023"
"9287A",2006,7,"P24",0,"024"
"9287A",2006,7,"P25",0,"025"
"9287A",2006,7,"P26",0,"026"
"9287A",2006,7,"P27",0,"027"
"9287A",2006,7,"P28",0,"028"
"9287A",2006,7,"P29",0,"029"
"9287A",2006,7,"P30",0,"030"
"9287A",2006,7,"P31",NA,"031"
"9287A",2006,8,"P1",NA,"01"
"9287A",2006,8,"P2",0,"02"
"9287A",2006,8,"P3",0,"03"
"9287A",2006,8,"P4",0,"04"
"9287A",2006,8,"P5",0,"05"
"9287A",2006,8,"P6",0,"06"
"9287A",2006,8,"P7",0,"07"
"9287A",2006,8,"P8",0,"08"
"9287A",2006,8,"P9",2,"09"
"9287A",2006,8,"P10",0,"010"
"9287A",2006,8,"P11",0,"011"
"9287A",2006,8,"P12",0,"012"
"9287A",2006,8,"P13",0,"013"
"9287A",2006,8,"P14",0,"014"
"9287A",2006,8,"P15",0,"015"
"9287A",2006,8,"P16",46,"016"
"9287A",2006,8,"P17",26,"017"
"9287A",2006,8,"P18",2,"018"
"9287A",2006,8,"P19",0,"019"
"9287A",2006,8,"P20",0,"020"
"9287A",2006,8,"P21",0,"021"
"9287A",2006,8,"P22",0,"022"
"9287A",2006,8,"P23",32,"023"
"9287A",2006,8,"P24",0,"024"
"9287A",2006,8,"P25",0,"025"
"9287A",2006,8,"P26",0,"026"
"9287A",2006,8,"P27",0,"027"
"9287A",2006,8,"P28",0,"028"
"9287A",2006,8,"P29",0,"029"
"9287A",2006,8,"P30",0,"030"
"9287A",2006,8,"P31",NA,"031"
"9287A",2006,9,"P1",NA,"01"
"9287A",2006,9,"P2",0,"02"
"9287A",2006,9,"P3",0,"03"
"9287A",2006,9,"P4",0,"04"
"9287A",2006,9,"P5",0,"05"
"9287A",2006,9,"P6",0,"06"
"9287A",2006,9,"P7",0,"07"
"9287A",2006,9,"P8",0,"08"
"9287A",2006,9,"P9",0,"09"
"9287A",2006,9,"P10",12,"010"
"9287A",2006,9,"P11",224,"011"
"9287A",2006,9,"P12",32,"012"
"9287A",2006,9,"P13",64,"013"
"9287A",2006,9,"P14",34,"014"
"9287A",2006,9,"P15",0,"015"
"9287A",2006,9,"P16",0,"016"
"9287A",2006,9,"P17",0,"017"
"9287A",2006,9,"P18",0,"018"
"9287A",2006,9,"P19",0,"019"
"9287A",2006,9,"P20",0,"020"
"9287A",2006,9,"P21",142,"021"
"9287A",2006,9,"P22",0,"022"
"9287A",2006,9,"P23",0,"023"
"9287A",2006,9,"P24",18,"024"
"9287A",2006,9,"P25",0,"025"
"9287A",2006,9,"P26",0,"026"
"9287A",2006,9,"P27",0,"027"
"9287A",2006,9,"P28",0,"028"
"9287A",2006,9,"P29",0,"029"
"9287A",2006,9,"P30",80,"030"
"9287A",2006,9,"P31",NA,"031"
"9287A",2006,10,"P1",NA,"01"
"9287A",2006,10,"P2",NA,"02"
"9287A",2006,10,"P3",8,"03"
"9287A",2006,10,"P4",0,"04"
"9287A",2006,10,"P5",0,"05"
"9287A",2006,10,"P6",24,"06"
"9287A",2006,10,"P7",0,"07"
"9287A",2006,10,"P8",34,"08"
"9287A",2006,10,"P9",0,"09"
"9287A",2006,10,"P10",0,"010"
"9287A",2006,10,"P11",18,"011"
"9287A",2006,10,"P12",0,"012"
"9287A",2006,10,"P13",0,"013"
"9287A",2006,10,"P14",0,"014"
"9287A",2006,10,"P15",0,"015"
"9287A",2006,10,"P16",4,"016"
"9287A",2006,10,"P17",60,"017"
"9287A",2006,10,"P18",62,"018"
"9287A",2006,10,"P19",54,"019"
"9287A",2006,10,"P20",26,"020"
"9287A",2006,10,"P21",0,"021"
"9287A",2006,10,"P22",56,"022"
"9287A",2006,10,"P23",24,"023"
"9287A",2006,10,"P24",0,"024"
"9287A",2006,10,"P25",0,"025"
"9287A",2006,10,"P26",0,"026"
"9287A",2006,10,"P27",0,"027"
"9287A",2006,10,"P28",0,"028"
"9287A",2006,10,"P29",0,"029"
"9287A",2006,10,"P30",0,"030"
"9287A",2006,10,"P31",0,"031"
"9287A",2006,11,"P1",NA,"01"
"9287A",2006,11,"P2",NA,"02"
"9287A",2006,11,"P3",134,"03"
"9287A",2006,11,"P4",70,"04"
"9287A",2006,11,"P5",0,"05"
"9287A",2006,11,"P6",0,"06"
"9287A",2006,11,"P7",6,"07"
"9287A",2006,11,"P8",0,"08"
"9287A",2006,11,"P9",2,"09"
"9287A",2006,11,"P10",0,"010"
"9287A",2006,11,"P11",0,"011"
"9287A",2006,11,"P12",0,"012"
"9287A",2006,11,"P13",0,"013"
"9287A",2006,11,"P14",0,"014"
"9287A",2006,11,"P15",56,"015"
"9287A",2006,11,"P16",74,"016"
"9287A",2006,11,"P17",0,"017"
"9287A",2006,11,"P18",2,"018"
"9287A",2006,11,"P19",6,"019"
"9287A",2006,11,"P20",0,"020"
"9287A",2006,11,"P21",48,"021"
"9287A",2006,11,"P22",0,"022"
"9287A",2006,11,"P23",20,"023"
"9287A",2006,11,"P24",36,"024"
"9287A",2006,11,"P25",8,"025"
"9287A",2006,11,"P26",0,"026"
"9287A",2006,11,"P27",2,"027"
"9287A",2006,11,"P28",4,"028"
"9287A",2006,11,"P29",0,"029"
"9287A",2006,11,"P30",NA,"030"
"9287A",2006,11,"P31",NA,"031"
"9287A",2006,12,"P1",NA,"01"
"9287A",2006,12,"P2",2,"02"
"9287A",2006,12,"P3",0,"03"
"9287A",2006,12,"P4",4,"04"
"9287A",2006,12,"P5",8,"05"
"9287A",2006,12,"P6",0,"06"
"9287A",2006,12,"P7",38,"07"
"9287A",2006,12,"P8",2,"08"
"9287A",2006,12,"P9",0,"09"
"9287A",2006,12,"P10",0,"010"
"9287A",2006,12,"P11",0,"011"
"9287A",2006,12,"P12",0,"012"
"9287A",2006,12,"P13",0,"013"
"9287A",2006,12,"P14",0,"014"
"9287A",2006,12,"P15",0,"015"
"9287A",2006,12,"P16",0,"016"
"9287A",2006,12,"P17",0,"017"
"9287A",2006,12,"P18",0,"018"
"9287A",2006,12,"P19",0,"019"
"9287A",2006,12,"P20",0,"020"
"9287A",2006,12,"P21",0,"021"
"9287A",2006,12,"P22",0,"022"
"9287A",2006,12,"P23",8,"023"
"9287A",2006,12,"P24",0,"024"
"9287A",2006,12,"P25",0,"025"
"9287A",2006,12,"P26",0,"026"
"9287A",2006,12,"P27",0,"027"
"9287A",2006,12,"P28",0,"028"
"9287A",2006,12,"P29",0,"029"
"9287A",2006,12,"P30",0,"030"
"9287A",2006,12,"P31",0,"031"
"9287A",2007,1,"P1",NA,"01"
"9287A",2007,1,"P2",NA,"02"
"9287A",2007,1,"P3",0,"03"
"9287A",2007,1,"P4",0,"04"
"9287A",2007,1,"P5",0,"05"
"9287A",2007,1,"P6",0,"06"
"9287A",2007,1,"P7",0,"07"
"9287A",2007,1,"P8",0,"08"
"9287A",2007,1,"P9",0,"09"
"9287A",2007,1,"P10",0,"010"
"9287A",2007,1,"P11",0,"011"
"9287A",2007,1,"P12",0,"012"
"9287A",2007,1,"P13",0,"013"
"9287A",2007,1,"P14",0,"014"
"9287A",2007,1,"P15",0,"015"
"9287A",2007,1,"P16",0,"016"
"9287A",2007,1,"P17",0,"017"
"9287A",2007,1,"P18",0,"018"
"9287A",2007,1,"P19",0,"019"
"9287A",2007,1,"P20",0,"020"
"9287A",2007,1,"P21",0,"021"
"9287A",2007,1,"P22",16,"022"
"9287A",2007,1,"P23",14,"023"
"9287A",2007,1,"P24",0,"024"
"9287A",2007,1,"P25",6,"025"
"9287A",2007,1,"P26",2,"026"
"9287A",2007,1,"P27",4,"027"
"9287A",2007,1,"P28",0,"028"
"9287A",2007,1,"P29",2,"029"
"9287A",2007,1,"P30",46,"030"
"9287A",2007,1,"P31",0,"031"
"9287A",2007,2,"P1",NA,"01"
"9287A",2007,2,"P2",NA,"02"
"9287A",2007,2,"P3",0,"03"
"9287A",2007,2,"P4",44,"04"
"9287A",2007,2,"P5",58,"05"
"9287A",2007,2,"P6",0,"06"
