INDICATIVO,year,month,day,HUMAX,HUMIN
9188,2016,10,7,93,37
9188,2016,10,8,83,45
9188,2016,10,9,88,47
9188,2016,10,10,89,35
9188,2016,10,11,79,37
9188,2016,10,12,95,57
9188,2016,10,13,97,63
9188,2016,10,14,94,56
9188,2016,10,15,92,32
9188,2016,10,16,75,36
9188,2016,10,17,89,52
9188,2016,10,18,87,52
9188,2016,10,19,87,50
9188,2016,10,20,84,55
9188,2016,10,21,87,36
9188,2016,10,22,83,49
9188,2016,10,23,87,63
9188,2016,10,24,88,60
9188,2016,10,25,95,39
9188,2016,10,26,96,48
9188,2016,10,27,96,19
9188,2016,10,28,75,30
9188,2016,10,29,78,27
9188,2016,10,30,56,19
9188,2016,10,31,92,27
9188,2016,11,1,85,49
9188,2016,11,2,75,20
9188,2016,11,3,66,29
9188,2016,11,4,79,52
9188,2016,11,5,96,75
9188,2016,11,6,88,51
9188,2016,11,7,88,56
9188,2016,11,8,85,51
9188,2016,11,9,86,45
9188,2016,11,10,87,40
9188,2016,11,11,88,53
9188,2016,11,12,92,57
9188,2016,11,13,87,59
9188,2016,11,14,88,52
9188,2016,11,15,90,35
9188,2016,11,16,89,39
9188,2016,11,17,91,37
9188,2016,11,18,91,66
9188,2016,11,19,90,38
9188,2016,11,20,77,55
9188,2016,11,21,83,38
9188,2016,11,22,96,73
9188,2016,11,23,98,83
9188,2016,11,24,94,60
9188,2016,11,25,85,54
9188,2016,11,26,96,82
9188,2016,11,27,98,86
9188,2016,11,28,100,65
9188,2016,11,29,97,62
9188,2016,11,30,96,82
9188,2016,12,1,98,53
9188,2016,12,2,95,54
9188,2016,12,3,99,51
9188,2016,12,4,99,85
9188,2016,12,5,96,74
9188,2016,12,6,97,46
9188,2016,12,7,99,63
9188,2016,12,8,100,69
9188,2016,12,9,100,66
9188,2016,12,10,97,56
9188,2016,12,11,95,54
9188,2016,12,12,91,56
9188,2016,12,13,98,46
9188,2016,12,14,98,51
9188,2016,12,15,98,47
9188,2016,12,16,97,69
9188,2016,12,17,97,81
9188,2016,12,18,98,56
9188,2016,12,19,95,48
9188,2016,12,20,88,70
9188,2016,12,21,97,68
9188,2016,12,22,98,85
9188,2016,12,23,99,68
9188,2016,12,24,91,65
9188,2016,12,25,94,24
9188,2016,12,26,81,22
9188,2016,12,27,90,39
9188,2016,12,28,84,37
9188,2016,12,29,67,14
9188,2016,12,30,78,30
9188,2016,12,31,98,59
9188,2017,1,1,97,58
9188,2017,1,2,98,59
9188,2017,1,3,88,39
9188,2017,1,4,93,44
9188,2017,1,5,73,25
9188,2017,1,6,61,12
9188,2017,1,7,50,12
9188,2017,1,8,80,35
9188,2017,1,9,82,47
9188,2017,1,10,89,57
9188,2017,1,11,90,71
9188,2017,1,12,96,42
9188,2017,1,13,84,57
9188,2017,1,14,88,63
9188,2017,1,15,90,78
9188,2017,1,16,92,78
9188,2017,1,17,95,44
9188,2017,1,18,88,47
9188,2017,1,19,89,54
9188,2017,1,20,95,78
9188,2017,1,21,96,45
9188,2017,1,22,89,58
9188,2017,1,23,86,55
9188,2017,1,24,89,29
9188,2017,1,25,81,18
9188,2017,1,26,89,54
9188,2017,1,27,94,71
9188,2017,1,28,93,46
9188,2017,1,29,91,55
9188,2017,1,30,93,67
9188,2017,1,31,85,39
9188,2017,2,1,75,49
9188,2017,2,2,81,50
9188,2017,2,3,84,39
9188,2017,2,4,96,58
9188,2017,2,5,92,41
9188,2017,2,6,76,51
9188,2017,2,7,94,65
9188,2017,2,8,91,70
9188,2017,2,9,90,32
9188,2017,2,10,85,45
9188,2017,2,11,97,82
9188,2017,2,12,98,83
9188,2017,2,13,94,65
9188,2017,2,14,94,52
9188,2017,2,15,93,50
9188,2017,2,16,94,48
9188,2017,2,17,98,44
9188,2017,2,18,94,44
9188,2017,2,19,91,50
9188,2017,2,20,91,50
9188,2017,2,21,91,45
9188,2017,2,22,86,36
9188,2017,2,23,86,52
9188,2017,2,24,93,57
9188,2017,2,25,89,15
9188,2017,2,26,81,37
9188,2017,2,27,90,37
9188,2017,2,28,93,42
9188,2017,3,1,96,47
9188,2017,3,2,88,47
9188,2017,3,3,83,35
9188,2017,3,4,82,39
9188,2017,3,5,97,46
9188,2017,3,6,98,23
9188,2017,3,7,77,41
9188,2017,3,8,92,26
9188,2017,3,9,80,21
9188,2017,3,10,58,17
9188,2017,3,11,86,22
9188,2017,3,12,89,46
9188,2017,3,13,87,79
9188,2017,3,14,88,50
9188,2017,3,15,88,36
9188,2017,3,16,85,31
9188,2017,3,17,78,25
9188,2017,3,18,70,19
9188,2017,3,19,78,36
9188,2017,3,20,85,33
9188,2017,3,21,90,57
9188,2017,3,22,93,44
9188,2017,3,23,93,45
9188,2017,3,24,83,47
9188,2017,3,25,98,65
9188,2017,3,26,96,52
9188,2017,3,27,88,40
9188,2017,3,28,88,41
9188,2017,3,29,88,38
9188,2017,3,30,87,29
9188,2017,3,31,80,36
9188,2017,4,1,73,40
9188,2017,4,2,84,59
9188,2017,4,3,90,22
9188,2017,4,4,78,48
9188,2017,4,5,86,54
9188,2017,4,6,79,41
9188,2017,4,7,82,40
9188,2017,4,8,72,26
9188,2017,4,9,65,24
9188,2017,4,10,73,25
9188,2017,4,11,75,20
9188,2017,4,12,72,25
9188,2017,4,13,73,23
9188,2017,4,14,83,21
9188,2017,4,15,88,51
9188,2017,4,16,89,21
9188,2017,4,17,81,11
9188,2017,4,18,81,33
9188,2017,4,19,83,22
9188,2017,4,20,68,32
9188,2017,4,21,74,29
9188,2017,4,22,69,26
9188,2017,4,23,61,20
9188,2017,4,24,62,30
9188,2017,4,28,88,29
9188,2017,4,29,88,60
9188,2017,4,30,90,53
9188,2017,5,1,92,29
9188,2017,5,2,84,49
9188,2017,5,3,92,47
9188,2017,5,4,90,51
9188,2017,5,5,85,36
9188,2017,5,6,78,31
9188,2017,5,7,81,35
9188,2017,5,8,88,21
9188,2017,5,9,86,33
9188,2017,5,10,94,37
9188,2017,5,11,86,48
9188,2017,5,12,86,48
9188,2017,5,13,88,40
9188,2017,5,14,80,42
9188,2017,5,15,82,27
9188,2017,5,16,75,33
9188,2017,5,17,89,19
9188,2017,5,18,97,63
9188,2017,5,19,91,46
9188,2017,5,20,93,45
9188,2017,5,21,90,33
9188,2017,5,22,82,38
9188,2017,5,23,90,24
9188,2017,5,24,73,31
9188,2017,5,25,63,24
9188,2017,5,26,90,29
9188,2017,5,27,91,36
9188,2017,5,28,74,22
9188,2017,5,29,95,51
9188,2017,5,30,95,50
9188,2017,5,31,97,40
9188,2017,6,1,85,44
9188,2017,6,2,93,60
9188,2017,6,3,99,78
9188,2017,6,4,96,83
9188,2017,6,5,90,47
9188,2017,6,6,92,63
9188,2017,6,7,83,45
9188,2017,6,8,85,32
9188,2017,6,9,90,65
9188,2017,6,10,95,37
9188,2017,6,11,89,39
9188,2017,6,12,91,42
9188,2017,6,13,80,28
9188,2017,6,14,75,35
9188,2017,6,15,87,54
9188,2017,6,16,93,33
9188,2017,6,17,73,20
9188,2017,6,18,59,28
9188,2017,6,19,73,33
9188,2017,6,20,66,31
9188,2017,6,21,72,35
9188,2017,6,22,74,34
9188,2017,6,23,91,40
9188,2017,6,24,88,46
9188,2017,6,25,95,48
9188,2017,6,26,93,50
9188,2017,6,27,96,31
9188,2017,6,28,95,29
9188,2017,6,29,90,29
9188,2017,6,30,91,51
9188,2017,7,1,75,58
9188,2017,7,2,83,39
9188,2017,7,3,91,28
9188,2017,7,4,83,26
9188,2017,7,5,70,33
9188,2017,7,6,89,38
9188,2017,7,7,84,36
9188,2017,7,8,93,35
9188,2017,7,9,94,43
9188,2017,7,10,94,71
9188,2017,7,11,96,46
9188,2017,7,12,92,45
9188,2017,7,13,92,41
9188,2017,7,14,94,42
9188,2017,7,15,92,32
9188,2017,7,16,86,30
9188,2017,7,17,81,34
9188,2017,7,18,81,21
9188,2017,7,19,76,25
9188,2017,7,20,85,53
9188,2017,7,21,88,48
9188,2017,7,22,91,25
9188,2017,7,23,85,37
9188,2017,7,24,80,44
9188,2017,7,25,80,49
9188,2017,7,26,87,32
9188,2017,7,27,79,27
9188,2017,7,28,89,31
9188,2017,7,29,68,20
9188,2017,7,30,84,19
9188,2017,7,31,87,43
9188,2017,8,1,85,42
9188,2017,8,2,90,29
9188,2017,8,3,69,23
9188,2017,8,4,75,36
9188,2017,8,5,87,55
9188,2017,8,6,91,42
9188,2017,8,7,87,36
9188,2017,8,8,93,38
9188,2017,8,9,79,49
9188,2017,8,10,75,47
9188,2017,8,11,77,35
9188,2017,8,12,75,8
9188,2017,8,13,81,28
9188,2017,8,14,81,24
9188,2017,8,15,86,41
9188,2017,8,16,92,41
9188,2017,8,17,75,28
9188,2017,8,18,79,45
9188,2017,8,19,81,41
9188,2017,8,20,80,10
9188,2017,8,21,59,21
9188,2017,8,22,65,32
9188,2017,8,23,89,32
9188,2017,8,24,85,33
9188,2017,8,25,90,19
9188,2017,8,26,62,21
9188,2017,8,27,88,40
9188,2017,8,28,94,43
9188,2017,8,29,92,45
9188,2017,8,30,94,50
9188,2017,8,31,95,59
9188,2017,9,1,93,41
9188,2017,9,2,81,38
9188,2017,9,3,81,31
9188,2017,9,4,83,46
9188,2017,9,5,87,45
9188,2017,9,6,91,64
9188,2017,9,7,89,40
9188,2017,9,8,90,32
9188,2017,9,9,97,58
9188,2017,9,10,89,44
9188,2017,9,11,92,57
9188,2017,9,12,96,39
9188,2017,9,13,90,39
9188,2017,9,14,91,67
9188,2017,9,15,93,53
9188,2017,9,16,92,43
9188,2017,9,17,92,43
9188,2017,9,18,94,53
9188,2017,9,19,91,40
9188,2017,9,20,85,18
9188,2017,9,21,81,28
9188,2017,9,22,91,51
9188,2017,9,23,96,53
9188,2017,9,24,87,30
9188,2017,9,25,83,42
9188,2017,9,26,83,42
9188,2017,9,27,78,44
9188,2017,9,28,90,45
9188,2017,9,29,89,41
9188,2017,9,30,87,63
9188,2017,10,1,92,66
9188,2017,10,2,91,56
9188,2017,10,3,92,47
9188,2017,10,4,94,44
9188,2017,10,5,93,39
9188,2017,10,6,87,56
9188,2017,10,7,84,17
9188,2017,10,8,64,12
9188,2017,10,9,58,22
9188,2017,10,10,69,23
9188,2017,10,11,65,27
9188,2017,10,12,61,17
9188,2017,10,13,79,33
9188,2017,10,14,91,45
9188,2017,10,15,92,52
9188,2017,10,16,93,48
9188,2017,10,17,86,38
9188,2017,10,18,95,53
9188,2017,10,19,93,48
9188,2017,10,20,89,47
9188,2017,10,21,93,77
9188,2017,10,22,93,53
9188,2017,10,23,91,20
9188,2017,10,24,61,18
9188,2017,10,25,76,30
9188,2017,10,26,65,26
9188,2017,10,27,75,50
9188,2017,10,28,83,54
9188,2017,10,29,82,41
9188,2017,10,30,84,66
9188,2017,10,31,90,44
9188,2017,11,1,92,44
9188,2017,11,2,91,49
9188,2017,11,3,84,48
9188,2017,11,4,93,61
9188,2017,11,5,90,61
9188,2017,11,6,91,73
9188,2017,11,7,88,37
9188,2017,11,8,91,62
9188,2017,11,9,86,63
9188,2017,11,10,92,72
9188,2017,11,11,85,66
9188,2017,11,12,92,49
9188,2017,11,13,93,62
9188,2017,11,14,79,31
9188,2017,11,15,71,20
9188,2017,11,16,64,26
9188,2017,11,17,70,30
9188,2017,11,18,87,46
9188,2017,11,19,82,10
9188,2017,11,20,67,27
9188,2017,11,21,78,25
9188,2017,11,22,65,22
9188,2017,11,23,54,33
9188,2017,11,24,82,46
9188,2017,11,25,95,67
9188,2017,11,26,87,62
9188,2017,11,27,89,34
9188,2017,11,28,86,36
9188,2017,11,29,93,68
9188,2017,11,30,84,64
9188,2017,12,1,96,65
9188,2017,12,2,95,78
9188,2017,12,3,86,52
9188,2017,12,4,93,71
9188,2017,12,5,92,44
9188,2017,12,6,92,45
9188,2017,12,7,85,40
9188,2017,12,8,95,74
9188,2017,12,9,94,65
9188,2017,12,10,77,60
9188,2017,12,11,88,47
9188,2017,12,12,80,52
9188,2017,12,13,81,57
9188,2017,12,14,99,63
9188,2017,12,15,88,59
9188,2017,12,16,93,73
9188,2017,12,17,89,67
9188,2017,12,18,91,49
9188,2017,12,19,83,38
9188,2017,12,20,79,29
9188,2017,12,21,86,57
9188,2017,12,22,87,55
9188,2017,12,23,96,60
9188,2017,12,24,98,51
9188,2017,12,25,93,49
9188,2017,12,26,96,57
9188,2017,12,27,98,56
9188,2017,12,28,93,63
9188,2017,12,29,88,50
9188,2017,12,30,90,43
9188,2017,12,31,88,50
9188,2018,1,1,81,49
9188,2018,1,2,86,50
9188,2018,1,3,66,51
9188,2018,1,4,65,40
9188,2018,1,5,96,59
9188,2018,1,6,98,93
9188,2018,1,7,98,83
9188,2018,1,8,95,61
9188,2018,1,9,87,50
9188,2018,1,10,92,56
9188,2018,1,11,98,54
9188,2018,1,12,98,61
9188,2018,1,13,96,57
9188,2018,1,14,97,64
9188,2018,1,15,89,49
9188,2018,1,16,97,55
9188,2018,1,17,91,60
9188,2018,1,18,93,37
9188,2018,1,19,91,59
9188,2018,1,20,86,33
9188,2018,1,21,91,61
9188,2018,1,22,95,44
9188,2018,1,23,95,59
9188,2018,1,24,98,69
9188,2018,1,25,95,54
9188,2018,1,26,94,79
9188,2018,1,27,95,71
9188,2018,1,28,93,46
9188,2018,1,29,95,38
9188,2018,1,30,91,44
9188,2018,1,31,89,38
9188,2018,2,1,92,72
9188,2018,2,2,94,66
9188,2018,2,3,94,57
9188,2018,2,4,98,82
9188,2018,2,5,98,92
9188,2018,2,6,92,69
9188,2018,2,7,87,66
9188,2018,2,8,89,69
9188,2018,2,9,93,63
9188,2018,2,10,90,73
9188,2018,2,11,95,55
9188,2018,2,12,95,61
9188,2018,2,13,92,55
9188,2018,2,14,96,58
9188,2018,2,15,91,58
9188,2018,2,16,92,57
9188,2018,2,17,96,68
9188,2018,2,18,89,67
9188,2018,2,19,89,74
9188,2018,2,20,90,73
9188,2018,2,21,96,52
9188,2018,2,22,77,39
9188,2018,2,23,91,39
9188,2018,2,24,93,49
9188,2018,2,25,80,32
9188,2018,2,26,71,15
9188,2018,2,27,85,18
9188,2018,2,28,100,50
9188,2018,3,1,98,49
9188,2018,3,2,97,46
9188,2018,3,3,84,49
9188,2018,3,4,79,36
9188,2018,3,5,94,48
9188,2018,3,6,95,46
9188,2018,3,7,90,33
9188,2018,3,8,88,52
9188,2018,3,9,90,58
9188,2018,3,10,81,60
9188,2018,3,11,83,51
9188,2018,3,12,76,36
9188,2018,3,13,95,50
9188,2018,3,14,93,66
9188,2018,3,15,92,41
9188,2018,3,16,93,40
9188,2018,3,17,95,64
9188,2018,3,18,95,52
9188,2018,3,20,91,68
9188,2018,3,21,78,49
9188,2018,3,22,77,47
9188,2018,3,23,77,42
9188,2018,3,24,87,40
9188,2018,3,25,82,50
9188,2018,3,26,85,51
9188,2018,3,27,81,43
9188,2018,3,28,90,19
9188,2018,3,29,97,21
9188,2018,3,30,88,27
9188,2018,3,31,80,34
9188,2018,4,1,89,43
9188,2018,4,2,77,33
9188,2018,4,3,75,38
9188,2018,4,4,84,43
9188,2018,4,5,88,27
9188,2018,4,6,93,34
9188,2018,4,7,95,80
9188,2018,4,8,95,45
9188,2018,4,9,94,55
9188,2018,4,10,96,66
9188,2018,4,11,98,85
9188,2018,4,12,88,45
9188,2018,4,13,91,57
9188,2018,4,14,96,48
9188,2018,4,15,95,47
9188,2018,4,16,97,60
9188,2018,4,17,96,31
9188,2018,4,18,87,37
9188,2018,4,19,80,40
9188,2018,4,20,85,47
9188,2018,4,21,85,31
9188,2018,4,22,84,47
9188,2018,4,23,91,44
9188,2018,4,24,94,44
9188,2018,4,25,88,59
9188,2018,4,26,85,47
9188,2018,4,27,88,52
9188,2018,4,28,92,27
9188,2018,4,29,89,46
9188,2018,4,30,90,42
9188,2018,5,1,84,40
9188,2018,5,2,87,38
9188,2018,5,3,86,53
9188,2018,5,4,77,61
9188,2018,5,5,90,54
9188,2018,5,6,94,39
9188,2018,5,7,83,43
9188,2018,5,8,91,59
9188,2018,5,9,89,52
9188,2018,5,10,89,55
9188,2018,5,11,94,38
9188,2018,5,12,88,69
9188,2018,5,13,84,39
9188,2018,5,14,88,42
9188,2018,5,15,82,47
9188,2018,5,16,90,51
9188,2018,5,17,91,48
9188,2018,5,18,94,49
9188,2018,5,19,90,42
9188,2018,5,20,88,43
9188,2018,5,21,89,48
9188,2018,5,22,93,27
9188,2018,5,23,94,58
9188,2018,5,24,97,70
9188,2018,5,25,97,64
9188,2018,5,26,96,39
9188,2018,5,27,92,39
9188,2018,5,28,94,80
9188,2018,5,29,98,70
9188,2018,5,30,98,71
9188,2018,5,31,99,65
9188,2018,6,1,96,64
9188,2018,6,2,98,54
9188,2018,6,3,91,71
9188,2018,6,4,94,51
9188,2018,6,5,95,61
9188,2018,6,6,95,54
9188,2018,6,7,95,60
9188,2018,6,8,92,57
9188,2018,6,9,90,43
9188,2018,6,10,97,45
9188,2018,6,11,95,64
9188,2018,6,12,95,53
9188,2018,6,13,84,62
9188,2018,6,14,89,49
9188,2018,6,15,86,52
9188,2018,6,16,87,45
9188,2018,6,17,84,36
9188,2018,6,18,85,54
9188,2018,6,19,92,50
9188,2018,6,20,83,32
9188,2018,6,21,86,33
9188,2018,6,22,94,55
9188,2018,6,23,88,24
9188,2018,6,24,78,16
9188,2018,6,25,85,23
9188,2018,6,26,82,40
9188,2018,6,27,87,41
9188,2018,6,28,93,56
9188,2018,6,29,95,52
9188,2018,6,30,94,57
9188,2018,7,1,94,34
9188,2018,7,2,87,39
9188,2018,7,3,89,27
9188,2018,7,4,85,22
9188,2018,7,5,91,46
9188,2018,7,6,85,45
9188,2018,7,7,91,47
9188,2018,7,8,93,50
9188,2018,7,9,92,43
9188,2018,7,10,91,43
9188,2018,7,11,93,42
9188,2018,7,12,91,57
9188,2018,7,13,97,47
9188,2018,7,14,97,18
9188,2018,7,15,85,23
9188,2018,7,16,89,57
9188,2018,7,17,94,36
9188,2018,7,18,87,31
9188,2018,7,19,87,42
9188,2018,7,20,91,60
9188,2018,7,21,88,52
9188,2018,7,22,94,47
9188,2018,7,23,92,43
9188,2018,7,24,87,44
9188,2018,7,25,89,38
9188,2018,7,26,88,36
9188,2018,7,27,88,23
9188,2018,7,28,92,47
9188,2018,7,29,87,40
9188,2018,7,30,87,29
9188,2018,7,31,81,44
9188,2018,8,1,85,45
9188,2018,8,2,91,30
9188,2018,8,3,78,19
9188,2018,8,4,76,32
9188,2018,8,5,82,32
9188,2018,8,6,70,22
9188,2018,8,7,82,24
9188,2018,8,8,83,41
9188,2018,8,9,88,52
9188,2018,8,10,91,40
9188,2018,8,11,90,44
9188,2018,8,12,87,37
9188,2018,8,13,84,53
9188,2018,8,14,82,46
9188,2018,8,15,87,31
9188,2018,8,16,89,53
9188,2018,8,17,88,59
9188,2018,8,18,85,40
9188,2018,8,19,88,30
9188,2018,8,20,86,31
9188,2018,8,21,85,27
9188,2018,8,22,84,27
9188,2018,8,23,82,54
9188,2018,8,24,87,47
9188,2018,8,25,83,45
9188,2018,8,26,90,38
9188,2018,8,27,86,35
9188,2018,8,28,71,25
9188,2018,8,29,83,48
9188,2018,8,30,88,44
9188,2018,8,31,89,40
9188,2018,9,1,92,33
9188,2018,9,2,87,27
9188,2018,9,3,72,45
9188,2018,9,4,92,41
9188,2018,9,5,96,69
9188,2018,9,6,95,55
9188,2018,9,7,89,48
9188,2018,9,8,93,47
9188,2018,9,9,95,58
9188,2018,9,10,96,52
9188,2018,9,11,90,39
9188,2018,9,12,89,47
9188,2018,9,13,93,52
9188,2018,9,14,90,43
9188,2018,9,15,92,47
9188,2018,9,16,87,40
9188,2018,9,17,83,47
9188,2018,9,18,87,55
9188,2018,9,19,93,41
9188,2018,9,20,84,39
9188,2018,9,21,87,36
9188,2018,9,22,92,34
9188,2018,9,23,87,31
9188,2018,9,24,94,44
9188,2018,9,25,81,32
9188,2018,9,26,84,59
9188,2018,9,27,93,43
9188,2018,9,28,89,32
9188,2018,9,29,87,41
9188,2018,9,30,90,13
9188,2018,10,1,76,49
9188,2018,10,2,75,21
9188,2018,10,3,75,35
9188,2018,10,4,77,33
9188,2018,10,5,83,46
9188,2018,10,6,87,22
9188,2018,10,7,82,53
9188,2018,10,8,96,55
9188,2018,10,9,94,52
9188,2018,10,10,94,57
9188,2018,10,11,87,61
9188,2018,10,12,85,43
9188,2018,10,13,89,42
9188,2018,10,14,94,53
9188,2018,10,15,91,45
9188,2018,10,16,94,51
9188,2018,10,17,96,48
9188,2018,10,18,98,70
9188,2018,10,19,95,71
9188,2018,10,20,97,68
9188,2018,10,21,97,59
9188,2018,10,22,96,43
9188,2018,10,23,86,41
9188,2018,10,24,87,29
9188,2018,10,25,79,25
9188,2018,10,26,91,36
9188,2018,10,27,93,60
9188,2018,10,28,92,55
9188,2018,10,29,89,55
9188,2018,10,30,95,67
9188,2018,10,31,98,86
9188,2018,11,1,94,59
9188,2018,11,2,98,66
9188,2018,11,3,90,24
9188,2018,11,4,74,30
9188,2018,11,5,92,62
9188,2018,11,6,91,54
9188,2018,11,7,80,39
9188,2018,11,8,90,58
9188,2018,11,9,89,43
9188,2018,11,10,88,51
9188,2018,11,11,76,57
9188,2018,11,12,91,57
9188,2018,11,13,95,64
9188,2018,11,14,99,65
9188,2018,11,15,95,68
9188,2018,11,16,98,70
9188,2018,11,17,100,51
9188,2018,11,18,99,89
9188,2018,11,19,97,55
9188,2018,11,20,99,84
9188,2018,11,21,100,50
9188,2018,11,22,89,63
9188,2018,11,23,93,52
9188,2018,11,24,76,54
9188,2018,11,25,97,61
9188,2018,11,26,95,73
9188,2018,11,27,89,36
9188,2018,11,28,79,35
9188,2018,11,29,93,26
9188,2018,11,30,94,58
9188,2018,12,1,87,54
9188,2018,12,2,96,65
9188,2018,12,3,94,70
9188,2018,12,4,98,63
9188,2018,12,5,91,55
9188,2018,12,6,94,68
9188,2018,12,7,98,45
9188,2018,12,8,89,30
9188,2018,12,9,87,22
9188,2018,12,10,88,37
9188,2018,12,11,62,35
9188,2018,12,12,87,51
9188,2018,12,13,88,66
9188,2018,12,14,88,68
9188,2018,12,15,87,64
9188,2018,12,16,88,49
9188,2018,12,17,88,37
9188,2018,12,18,78,39
9188,2018,12,19,96,46
9188,2018,12,20,87,50
9188,2018,12,21,92,61
9188,2018,12,22,95,50
9188,2018,12,23,98,63
9188,2018,12,24,90,33
9188,2018,12,25,92,52
9188,2018,12,26,95,56
9188,2018,12,27,84,35
9188,2018,12,28,83,63
9188,2018,12,29,87,41
9188,2018,12,30,71,18
9188,2018,12,31,65,20
9188,2019,1,1,75,20
9188,2019,1,2,70,31
9188,2019,1,3,56,13
9188,2019,1,4,46,15
9188,2019,1,5,50,16
9188,2019,1,6,46,11
9188,2019,1,7,84,31
9188,2019,1,8,83,37
9188,2019,1,9,81,62
9188,2019,1,10,82,54
9188,2019,1,11,76,52
9188,2019,1,12,79,68
9188,2019,1,13,91,60
9188,2019,1,14,95,58
9188,2019,1,15,93,37
9188,2019,1,16,89,50
9188,2019,1,17,94,60
9188,2019,1,18,87,49
9188,2019,1,19,94,50
9188,2019,1,20,97,76
9188,2019,1,21,90,61
9188,2019,1,22,90,62
9188,2019,1,23,94,74
9188,2019,1,24,97,85
9188,2019,1,25,87,73
9188,2019,1,26,93,41
9188,2019,1,27,89,59
9188,2019,1,28,90,57
9188,2019,1,29,94,53
9188,2019,1,30,91,36
9188,2019,1,31,99,55
9188,2019,2,1,93,53
9188,2019,2,2,96,70
9188,2019,2,3,96,74
9188,2019,2,4,90,40
9188,2019,2,5,94,55
9188,2019,2,6,95,41
9188,2019,2,7,88,51
9188,2019,2,8,94,50
9188,2019,2,9,86,42
9188,2019,2,10,96,53
9188,2019,2,11,93,61
9188,2019,2,12,93,33
9188,2019,2,13,92,36
9188,2019,2,14,92,53
9188,2019,2,15,88,49
9188,2019,2,16,84,47
9188,2019,2,17,64,15
9188,2019,2,18,88,40
9188,2019,2,19,93,59
9188,2019,2,20,96,50
9188,2019,2,21,90,31
9188,2019,2,22,67,21
9188,2019,2,23,64,19
9188,2019,2,24,81,36
9188,2019,2,25,88,41
9188,2019,2,26,83,22
9188,2019,2,27,63,13
9188,2019,2,28,79,38
9188,2019,3,1,82,30
9188,2019,3,2,77,24
9188,2019,3,3,65,17
9188,2019,3,4,80,24
9188,2019,3,5,88,39
9188,2019,3,6,81,54
9188,2019,3,7,77,31
9188,2019,3,8,83,43
9188,2019,3,9,85,41
9188,2019,3,10,90,55
9188,2019,3,11,94,43
9188,2019,3,12,89,33
9188,2019,3,13,94,56
9188,2019,3,14,89,31
9188,2019,3,15,93,28
9188,2019,3,16,61,14
9188,2019,3,17,79,38
9188,2019,3,18,83,46
9188,2019,3,19,94,65
9188,2019,3,20,81,35
9188,2019,3,21,87,34
9188,2019,3,22,67,24
9188,2019,3,23,79,25
9188,2019,3,24,73,24
9188,2019,3,25,86,43
9188,2019,3,26,74,13
9188,2019,3,27,65,21
9188,2019,3,28,82,33
9188,2019,3,29,87,25
9188,2019,3,30,82,33
9188,2019,3,31,91,34
9188,2019,4,1,95,74
9188,2019,4,2,96,51
9188,2019,4,3,95,65
9188,2019,4,4,77,26
9188,2019,4,5,88,51
9188,2019,4,6,90,45
9188,2019,4,7,92,38
9188,2019,4,8,92,63
9188,2019,4,9,92,48
9188,2019,4,10,92,58
9188,2019,4,11,86,63
9188,2019,4,12,88,42
9188,2019,4,13,67,8
9188,2019,4,14,85,43
9188,2019,4,15,93,40
9188,2019,4,16,95,51
9188,2019,4,17,85,48
9188,2019,4,18,95,59
9188,2019,4,19,93,59
9188,2019,4,20,91,34
9188,2019,4,21,91,66
9188,2019,4,22,90,44
9188,2019,4,23,76,45
9188,2019,4,24,90,60
9188,2019,4,25,92,39
9188,2019,4,26,93,34
9188,2019,4,27,93,53
9188,2019,4,28,92,28
9188,2019,4,29,87,31
9188,2019,4,30,88,23
9188,2019,5,1,78,28
9188,2019,5,2,85,51
9188,2019,5,3,87,61
9188,2019,5,4,86,45
9188,2019,5,5,86,25
9188,2019,5,7,74,32
9188,2019,5,8,71,28
9188,2019,5,9,72,25
9188,2019,5,10,80,36
9188,2019,5,11,87,40
9188,2019,5,12,85,27
9188,2019,5,13,73,19
9188,2019,5,14,66,16
9188,2019,5,15,67,19
9188,2019,5,16,94,35
9188,2019,5,17,96,70
9188,2019,5,18,86,47
9188,2019,5,19,90,61
9188,2019,5,20,94,45
9188,2019,5,21,90,33
9188,2019,5,22,88,32
9188,2019,5,23,93,49
9188,2019,5,24,94,66
9188,2019,5,28,75,50
9188,2019,5,29,87,56
9188,2019,5,30,90,29
9188,2019,5,31,80,28
9188,2019,6,1,70,31
9188,2019,6,2,65,34
9188,2019,6,3,76,21
9188,2019,6,4,82,27
9188,2019,6,5,95,58
9188,2019,6,6,96,22
9188,2019,6,7,86,28
9188,2019,6,8,92,39
9188,2019,6,9,86,43
9188,2019,6,10,85,52
9188,2019,6,11,92,52
9188,2019,6,12,85,39
9188,2019,6,13,87,30
9188,2019,6,14,84,43
9188,2019,6,15,84,37
9188,2019,6,16,86,29
9188,2019,6,17,70,18
9188,2019,6,18,48,12
9188,2019,6,19,83,33
9188,2019,6,20,95,62
9188,2019,6,21,95,58
9188,2019,6,22,94,39
9188,2019,6,23,72,24
9188,2019,6,24,66,28
9188,2019,6,25,78,36
9188,2019,6,26,84,32
9188,2019,6,27,66,21
9188,2019,6,28,42,13
9188,2019,6,29,32,7
9188,2019,6,30,58,14
9188,2019,7,1,93,47
9188,2019,7,2,93,42
9188,2019,7,3,92,36
9188,2019,7,4,93,26
9188,2019,7,5,74,18
9188,2019,7,6,68,15
9188,2019,7,7,86,30
9188,2019,7,8,97,58
9188,2019,7,9,94,62
