INDICATIVO,year,month,day,HUMAX,HUMIN
2017Y,2018,8,20,81,29
2017Y,2018,8,21,75,25
2017Y,2018,8,22,87,33
2017Y,2018,8,23,84,37
2017Y,2018,8,24,86,53
2017Y,2018,8,25,86,50
2017Y,2018,8,26,94,32
2017Y,2018,8,27,86,24
2017Y,2018,8,28,83,28
2017Y,2018,8,29,89,50
2017Y,2018,8,30,88,47
2017Y,2018,8,31,91,33
2017Y,2018,9,1,84,32
2017Y,2018,9,2,74,30
2017Y,2018,9,3,75,30
2017Y,2018,9,4,94,34
2017Y,2018,9,5,96,65
2017Y,2018,9,6,94,56
2017Y,2018,9,7,91,48
2017Y,2018,9,8,96,46
2017Y,2018,9,9,96,45
2017Y,2018,9,10,89,40
2017Y,2018,9,11,96,49
2017Y,2018,9,12,94,42
2017Y,2018,9,13,92,31
2017Y,2018,9,14,90,35
2017Y,2018,9,15,87,35
2017Y,2018,9,16,93,34
2017Y,2018,9,17,94,33
2017Y,2018,9,18,97,56
2017Y,2018,9,19,96,44
2017Y,2018,9,20,90,35
2017Y,2018,9,21,86,36
2017Y,2018,9,22,87,31
2017Y,2018,9,23,86,31
2017Y,2018,9,24,87,28
2017Y,2018,9,25,70,20
2017Y,2018,9,26,94,64
2017Y,2018,9,27,97,38
2017Y,2018,9,28,73,38
2017Y,2018,9,29,80,47
2017Y,2018,9,30,82,26
2017Y,2018,10,1,81,55
2017Y,2018,10,2,83,16
2017Y,2018,10,3,75,36
2017Y,2018,10,4,78,26
2017Y,2018,10,5,91,28
2017Y,2018,10,6,88,30
2017Y,2018,10,7,91,61
2017Y,2018,10,8,94,61
2017Y,2018,10,9,97,56
2017Y,2018,10,10,98,78
2017Y,2018,10,11,98,84
2017Y,2018,10,12,99,55
2017Y,2018,10,13,99,61
2017Y,2018,10,14,97,73
2017Y,2018,10,15,97,59
2017Y,2018,10,16,97,58
2017Y,2018,10,17,98,56
2017Y,2018,10,18,96,73
2017Y,2018,10,19,93,83
2017Y,2018,10,20,95,76
2017Y,2018,10,21,99,51
2017Y,2018,10,22,91,45
2017Y,2018,10,23,74,45
2017Y,2018,10,24,66,26
2017Y,2018,10,25,68,18
2017Y,2018,10,26,90,38
2017Y,2018,10,27,92,73
2017Y,2018,10,28,92,73
2017Y,2018,10,29,95,65
2017Y,2018,10,30,98,76
2017Y,2018,10,31,98,89
2017Y,2018,11,1,95,69
2017Y,2018,11,2,99,72
2017Y,2018,11,3,87,24
2017Y,2018,11,4,88,27
2017Y,2018,11,5,97,85
2017Y,2018,11,6,97,74
2017Y,2018,11,7,98,56
2017Y,2018,11,8,98,80
2017Y,2018,11,9,97,61
2017Y,2018,11,10,99,76
2017Y,2018,11,11,95,75
2017Y,2018,11,12,97,82
2017Y,2018,11,13,99,62
2017Y,2018,11,14,100,72
2017Y,2018,11,15,97,80
2017Y,2018,11,16,98,78
2017Y,2018,11,17,96,68
2017Y,2018,11,18,98,89
2017Y,2018,11,19,98,64
2017Y,2018,11,20,98,84
2017Y,2018,11,21,97,72
2017Y,2018,11,22,99,84
2017Y,2018,11,23,99,67
2017Y,2018,11,24,95,74
2017Y,2018,11,25,99,37
2017Y,2018,11,26,96,83
2017Y,2018,11,27,96,51
2017Y,2018,11,28,88,28
2017Y,2018,11,29,92,25
2017Y,2018,11,30,97,62
2017Y,2018,12,1,95,67
2017Y,2018,12,2,97,43
2017Y,2018,12,3,99,79
2017Y,2018,12,4,100,80
2017Y,2018,12,5,97,38
2017Y,2018,12,6,95,52
2017Y,2018,12,7,93,62
2017Y,2018,12,8,93,30
2017Y,2018,12,9,98,22
2017Y,2018,12,10,80,14
2017Y,2018,12,11,77,38
2017Y,2018,12,12,91,56
2017Y,2018,12,13,97,78
2017Y,2018,12,14,91,74
2017Y,2018,12,15,97,73
2017Y,2018,12,16,99,67
2017Y,2018,12,17,96,70
2017Y,2018,12,18,97,79
2017Y,2018,12,19,99,73
2017Y,2018,12,20,96,63
2017Y,2018,12,21,100,76
2017Y,2018,12,22,99,68
2017Y,2018,12,23,97,52
2017Y,2018,12,24,75,20
2017Y,2018,12,25,76,40
2017Y,2018,12,26,75,36
2017Y,2018,12,27,72,30
2017Y,2018,12,28,93,48
2017Y,2018,12,29,85,37
2017Y,2018,12,30,46,12
2017Y,2018,12,31,53,20
2017Y,2019,1,1,56,16
2017Y,2019,1,2,35,12
2017Y,2019,1,3,37,13
2017Y,2019,1,4,40,18
2017Y,2019,1,5,39,11
2017Y,2019,1,6,29,13
2017Y,2019,1,7,50,15
2017Y,2019,1,8,92,21
2017Y,2019,1,9,91,69
2017Y,2019,1,10,83,63
2017Y,2019,1,11,90,63
2017Y,2019,1,12,90,71
2017Y,2019,1,13,92,58
2017Y,2019,1,14,84,45
2017Y,2019,1,15,86,11
2017Y,2019,1,16,91,37
2017Y,2019,1,17,92,71
2017Y,2019,1,18,93,65
2017Y,2019,1,19,98,90
2017Y,2019,1,20,99,81
2017Y,2019,1,21,96,78
2017Y,2019,1,22,96,75
2017Y,2019,1,23,94,85
2017Y,2019,1,24,98,89
2017Y,2019,1,25,97,80
2017Y,2019,1,26,91,43
2017Y,2019,1,27,95,58
2017Y,2019,1,28,88,62
2017Y,2019,1,29,91,63
2017Y,2019,1,30,96,48
2017Y,2019,1,31,96,76
2017Y,2019,2,1,93,74
2017Y,2019,2,2,95,73
2017Y,2019,2,3,93,76
2017Y,2019,2,4,86,29
2017Y,2019,2,5,94,51
2017Y,2019,2,6,95,47
2017Y,2019,2,7,91,50
2017Y,2019,2,8,94,37
2017Y,2019,2,9,95,49
2017Y,2019,2,10,93,67
2017Y,2019,2,11,93,72
2017Y,2019,2,12,84,33
2017Y,2019,2,13,85,33
2017Y,2019,2,14,91,29
2017Y,2019,2,15,83,27
2017Y,2019,2,16,88,33
2017Y,2019,2,17,76,23
2017Y,2019,2,18,90,40
2017Y,2019,2,19,90,48
2017Y,2019,2,20,95,43
2017Y,2019,2,21,94,33
2017Y,2019,2,22,77,18
2017Y,2019,2,23,52,16
2017Y,2019,2,24,79,37
2017Y,2019,2,25,87,32
2017Y,2019,2,26,79,31
2017Y,2019,2,27,80,17
2017Y,2019,2,28,74,33
2017Y,2019,3,1,78,28
2017Y,2019,3,2,79,27
2017Y,2019,3,3,74,22
2017Y,2019,3,4,80,37
2017Y,2019,3,5,81,45
2017Y,2019,3,6,94,74
2017Y,2019,3,7,90,52
2017Y,2019,3,8,95,47
2017Y,2019,3,9,95,50
2017Y,2019,3,10,92,44
2017Y,2019,3,11,92,33
2017Y,2019,3,12,86,23
2017Y,2019,3,13,89,63
2017Y,2019,3,14,82,21
2017Y,2019,3,15,83,20
2017Y,2019,3,16,72,20
2017Y,2019,3,17,87,36
2017Y,2019,3,18,88,54
2017Y,2019,3,19,91,71
2017Y,2019,3,20,85,39
2017Y,2019,3,21,80,33
2017Y,2019,3,22,81,28
2017Y,2019,3,23,87,28
2017Y,2019,3,24,82,29
2017Y,2019,3,25,89,46
2017Y,2019,3,26,82,16
2017Y,2019,3,27,61,19
2017Y,2019,3,28,80,30
2017Y,2019,3,29,91,27
2017Y,2019,3,30,93,32
2017Y,2019,3,31,92,36
2017Y,2019,4,1,97,70
2017Y,2019,4,2,96,70
2017Y,2019,4,3,96,68
2017Y,2019,4,4,84,36
2017Y,2019,4,5,95,69
2017Y,2019,4,6,95,71
2017Y,2019,4,7,94,54
2017Y,2019,4,8,98,39
2017Y,2019,4,9,92,65
2017Y,2019,4,10,97,58
2017Y,2019,4,11,90,68
2017Y,2019,4,12,88,41
2017Y,2019,4,13,74,11
2017Y,2019,4,14,90,49
2017Y,2019,4,15,95,49
2017Y,2019,4,16,93,41
2017Y,2019,4,17,94,45
2017Y,2019,4,18,97,75
2017Y,2019,4,19,95,68
2017Y,2019,4,20,86,39
2017Y,2019,4,21,92,73
2017Y,2019,4,22,92,56
2017Y,2019,4,23,96,76
2017Y,2019,4,24,96,87
2017Y,2019,4,25,95,62
2017Y,2019,4,26,94,48
2017Y,2019,4,27,94,56
2017Y,2019,4,28,90,20
2017Y,2019,4,29,84,30
2017Y,2019,4,30,85,28
2017Y,2019,5,1,87,33
2017Y,2019,5,2,89,58
2017Y,2019,5,3,91,72
2017Y,2019,5,4,87,44
2017Y,2019,5,5,85,25
2017Y,2019,5,6,73,23
2017Y,2019,5,7,83,40
2017Y,2019,5,8,91,34
2017Y,2019,5,9,92,38
2017Y,2019,5,10,94,50
2017Y,2019,5,11,88,47
2017Y,2019,5,12,83,15
2017Y,2019,5,13,58,20
2017Y,2019,5,14,52,21
2017Y,2019,5,15,62,23
2017Y,2019,5,16,93,31
2017Y,2019,5,17,96,78
2017Y,2019,5,18,92,55
2017Y,2019,5,19,88,68
2017Y,2019,5,20,86,47
2017Y,2019,5,21,85,40
2017Y,2019,5,22,79,30
2017Y,2019,5,23,92,36
2017Y,2019,5,24,96,74
2017Y,2019,5,25,96,69
2017Y,2019,5,26,88,66
2017Y,2019,5,27,82,52
2017Y,2019,5,28,82,60
2017Y,2019,5,29,89,67
2017Y,2019,5,30,78,26
2017Y,2019,5,31,73,26
2017Y,2019,6,1,77,30
2017Y,2019,6,2,84,29
2017Y,2019,6,3,81,20
2017Y,2019,6,4,90,37
2017Y,2019,6,5,93,67
2017Y,2019,6,6,93,29
2017Y,2019,6,7,87,36
2017Y,2019,6,8,90,40
2017Y,2019,6,9,96,31
2017Y,2019,6,10,93,62
2017Y,2019,6,11,92,60
2017Y,2019,6,12,97,33
2017Y,2019,6,13,90,31
2017Y,2019,6,14,91,26
2017Y,2019,6,15,91,40
2017Y,2019,6,16,93,25
2017Y,2019,6,17,79,21
2017Y,2019,6,18,68,17
2017Y,2019,6,19,91,40
2017Y,2019,6,20,91,56
2017Y,2019,6,21,93,60
2017Y,2019,6,22,94,35
2017Y,2019,6,23,87,29
2017Y,2019,6,24,76,34
2017Y,2019,6,25,81,27
2017Y,2019,6,26,88,27
2017Y,2019,6,27,80,19
2017Y,2019,6,28,56,16
2017Y,2019,6,29,51,11
2017Y,2019,6,30,53,18
2017Y,2019,7,1,80,30
2017Y,2019,7,2,86,33
2017Y,2019,7,3,86,29
2017Y,2019,7,4,88,27
2017Y,2019,7,5,82,23
2017Y,2019,7,6,75,18
2017Y,2019,7,7,82,19
2017Y,2019,7,8,92,49
2017Y,2019,7,9,96,71
2017Y,2019,7,10,86,45
2017Y,2019,7,11,92,27
2017Y,2019,7,12,82,30
2017Y,2019,7,13,90,30
2017Y,2019,7,14,91,53
2017Y,2019,7,15,81,35
2017Y,2019,7,16,64,24
2017Y,2019,7,17,92,48
2017Y,2019,7,18,92,43
2017Y,2019,7,19,80,33
2017Y,2019,7,20,86,26
2017Y,2019,7,21,93,34
2017Y,2019,7,22,93,25
2017Y,2019,7,23,77,25
2017Y,2019,7,24,76,24
2017Y,2019,7,25,72,22
2017Y,2019,7,26,92,57
2017Y,2019,7,27,94,70
2017Y,2019,7,28,88,26
2017Y,2019,7,29,91,29
2017Y,2019,7,30,87,46
2017Y,2019,7,31,86,36
2017Y,2019,8,1,90,31
2017Y,2019,8,2,84,29
2017Y,2019,8,3,76,20
2017Y,2019,8,4,87,20
2017Y,2019,8,5,89,20
2017Y,2019,8,6,87,23
2017Y,2019,8,7,79,41
2017Y,2019,8,8,89,39
2017Y,2019,8,9,84,41
2017Y,2019,8,10,88,23
2017Y,2019,8,11,91,30
2017Y,2019,8,12,91,41
2017Y,2019,8,13,80,35
2017Y,2019,8,14,79,26
2017Y,2019,8,15,82,44
2017Y,2019,8,16,86,25
2017Y,2019,8,17,79,18
2017Y,2019,8,18,88,18
2017Y,2019,8,19,93,56
2017Y,2019,8,20,93,59
2017Y,2019,8,21,91,51
2017Y,2019,8,22,90,22
2017Y,2019,8,23,75,21
2017Y,2019,8,24,80,24
2017Y,2019,8,25,76,24
2017Y,2019,8,26,90,29
2017Y,2019,8,27,95,47
2017Y,2019,8,28,95,35
2017Y,2019,8,29,85,33
2017Y,2019,8,30,83,30
2017Y,2019,8,31,88,32
2017Y,2019,9,1,90,53
2017Y,2019,9,2,92,47
2017Y,2019,9,3,81,22
2017Y,2019,9,4,82,17
2017Y,2019,9,5,92,43
2017Y,2019,9,6,82,43
2017Y,2019,9,7,82,33
2017Y,2019,9,8,89,47
2017Y,2019,9,9,86,24
2017Y,2019,9,10,93,70
2017Y,2019,9,11,90,59
2017Y,2019,9,12,91,33
2017Y,2019,9,13,85,36
2017Y,2019,9,14,86,45
2017Y,2019,9,15,96,45
2017Y,2019,9,16,96,60
2017Y,2019,9,17,96,46
2017Y,2019,9,18,95,58
2017Y,2019,9,19,96,51
2017Y,2019,9,20,97,54
2017Y,2019,9,21,98,68
2017Y,2019,9,22,95,50
2017Y,2019,9,23,93,52
2017Y,2019,9,24,88,52
2017Y,2019,9,25,90,51
2017Y,2019,9,26,92,34
2017Y,2019,9,27,75,28
2017Y,2019,10,2,91,57
2017Y,2019,10,3,89,29
2017Y,2019,10,4,90,44
2017Y,2019,10,5,96,35
2017Y,2019,10,6,89,51
2017Y,2019,10,7,84,27
2017Y,2019,10,8,83,35
2017Y,2019,10,9,91,61
2017Y,2019,10,10,94,48
2017Y,2019,10,11,97,42
2017Y,2019,10,12,93,44
2017Y,2019,10,13,91,41
2017Y,2019,10,14,92,51
2017Y,2019,10,15,95,46
2017Y,2019,10,16,82,44
2017Y,2019,10,17,96,67
2017Y,2019,10,18,98,61
2017Y,2019,10,19,95,66
2017Y,2019,10,20,96,71
2017Y,2019,10,21,96,55
2017Y,2019,10,22,94,74
2017Y,2019,10,23,97,81
2017Y,2019,10,24,97,70
2017Y,2019,10,25,99,63
2017Y,2019,10,26,96,49
2017Y,2019,10,27,91,53
2017Y,2019,10,28,91,45
2017Y,2019,10,29,95,63
2017Y,2019,10,30,97,65
2017Y,2019,10,31,95,60
2017Y,2019,11,1,97,65
2017Y,2019,11,2,93,69
2017Y,2019,11,3,93,52
2017Y,2019,11,4,94,73
2017Y,2019,11,5,89,62
2017Y,2019,11,6,89,58
2017Y,2019,11,7,97,44
2017Y,2019,11,8,89,58
2017Y,2019,11,9,94,70
2017Y,2019,11,10,96,84
2017Y,2019,11,11,96,82
2017Y,2019,11,12,96,72
2017Y,2019,11,13,98,67
2017Y,2019,11,14,98,73
2017Y,2019,11,15,96,80
2017Y,2019,11,16,91,69
2017Y,2019,11,17,97,75
2017Y,2019,11,18,95,82
2017Y,2019,11,19,94,46
2017Y,2019,11,20,97,71
2017Y,2019,11,21,98,86
2017Y,2019,11,22,99,92
2017Y,2019,11,23,94,62
2017Y,2019,11,24,94,67
2017Y,2019,11,25,98,60
2017Y,2019,11,26,97,82
2017Y,2019,11,27,94,77
2017Y,2019,11,28,95,83
2017Y,2019,11,29,98,54
2017Y,2019,11,30,98,89
2017Y,2019,12,1,99,81
2017Y,2019,12,2,90,78
2017Y,2019,12,3,94,64
2017Y,2019,12,4,95,68
2017Y,2019,12,5,95,80
2017Y,2019,12,6,98,74
2017Y,2019,12,7,97,56
2017Y,2019,12,8,99,74
2017Y,2019,12,9,98,65
9188,2013,2,16,96,49
9188,2013,2,17,98,60
9188,2013,2,18,99,57
9188,2013,2,19,98,87
9188,2013,2,20,100,46
9188,2013,2,21,86,51
9188,2013,2,22,97,71
9188,2013,2,23,85,66
9188,2013,2,24,93,69
9188,2013,2,25,95,74
9188,2013,2,26,99,83
9188,2013,2,27,97,62
9188,2013,2,28,98,68
9188,2013,3,1,84,57
9188,2013,3,2,91,35
9188,2013,3,3,95,41
9188,2013,3,4,96,65
9188,2013,3,5,98,88
9188,2013,3,6,99,58
9188,2013,3,7,80,60
9188,2013,3,8,91,54
9188,2013,3,9,90,40
9188,2013,3,10,80,39
9188,2013,3,11,88,47
9188,2013,3,12,96,47
9188,2013,3,13,97,72
9188,2013,3,14,94,60
9188,2013,3,15,95,48
9188,2013,3,16,87,55
9188,2013,3,17,97,64
9188,2013,3,18,98,40
9188,2013,3,19,95,49
9188,2013,3,20,96,39
9188,2013,3,21,86,37
9188,2013,3,22,94,44
9188,2013,3,23,96,38
9188,2013,3,24,88,37
9188,2013,3,25,100,62
9188,2013,3,26,100,82
9188,2013,3,27,100,75
9188,2013,3,28,97,46
9188,2013,3,29,89,56
9188,2013,3,30,97,46
9188,2013,3,31,96,47
9188,2013,4,1,95,40
9188,2013,4,2,96,51
9188,2013,4,3,96,40
9188,2013,4,4,94,63
9188,2013,4,5,94,60
9188,2013,4,6,93,70
9188,2013,4,7,88,35
9188,2013,4,8,85,40
9188,2013,4,9,74,46
9188,2013,4,10,87,46
9188,2013,4,11,77,39
9188,2013,4,12,74,36
9188,2013,4,13,85,24
9188,2013,4,14,65,33
9188,2013,4,15,83,48
9188,2013,4,16,89,46
9188,2013,4,17,91,22
9188,2013,4,18,91,59
9188,2013,4,19,89,43
9188,2013,4,20,82,39
9188,2013,4,21,83,25
9188,2013,4,22,79,50
9188,2013,4,23,88,41
9188,2013,4,24,85,34
9188,2013,4,25,97,47
9188,2013,4,26,98,82
9188,2013,4,27,99,60
9188,2013,4,28,98,60
9188,2013,4,29,97,85
9188,2013,4,30,97,76
9188,2013,5,1,96,65
9188,2013,5,2,95,65
9188,2013,5,3,84,58
9188,2013,5,4,94,29
9188,2013,5,5,90,26
9188,2013,5,6,82,30
9188,2013,5,7,78,47
9188,2013,5,8,86,51
9188,2013,5,9,97,56
9188,2013,5,10,97,67
9188,2013,5,11,97,50
9188,2013,5,12,93,50
9188,2013,5,13,95,34
9188,2013,5,14,97,42
9188,2013,5,15,97,66
9188,2013,5,16,95,46
9188,2013,5,17,92,46
9188,2013,5,18,94,43
9188,2013,5,19,94,51
9188,2013,5,20,98,46
9188,2013,5,21,96,60
9188,2013,5,22,84,60
9188,2013,5,23,84,69
9188,2013,5,24,80,41
9188,2013,5,25,88,50
9188,2013,5,26,93,45
9188,2013,5,27,96,60
9188,2013,5,28,95,51
9188,2013,5,29,94,45
9188,2013,5,30,82,66
9188,2013,5,31,87,68
9188,2013,6,1,82,69
9188,2013,6,2,84,71
9188,2013,6,3,89,49
9188,2013,6,4,92,35
9188,2013,6,5,91,36
9188,2013,6,6,80,33
9188,2013,6,7,93,50
9188,2013,6,8,96,69
9188,2013,6,9,97,73
9188,2013,6,10,94,59
9188,2013,6,11,89,45
9188,2013,6,12,89,48
9188,2013,6,13,92,74
9188,2013,6,14,96,59
9188,2013,6,15,96,41
9188,2013,6,16,91,20
9188,2013,6,17,83,27
9188,2013,6,18,98,56
9188,2013,6,19,95,59
9188,2013,6,20,97,58
9188,2013,6,21,96,78
9188,2013,6,22,96,40
9188,2013,6,23,95,58
9188,2013,6,24,88,47
9188,2013,6,25,89,32
9188,2013,6,26,95,44
9188,2013,6,27,94,46
9188,2013,6,28,88,29
9188,2013,6,29,93,40
9188,2013,6,30,90,42
9188,2013,7,1,92,39
9188,2013,7,2,92,53
9188,2013,7,3,87,50
9188,2013,7,4,88,29
9188,2013,7,5,73,32
9188,2013,7,6,86,38
9188,2013,7,7,93,27
9188,2013,7,8,85,35
9188,2013,7,9,86,35
9188,2013,7,11,96,37
9188,2013,7,13,90,42
9188,2013,7,14,90,44
9188,2013,7,15,90,49
9188,2013,7,16,88,56
9188,2013,7,17,94,50
9188,2013,7,18,96,45
9188,2013,7,19,92,54
9188,2013,7,20,92,60
9188,2013,7,21,87,42
9188,2013,7,22,83,39
9188,2013,7,23,92,30
9188,2013,7,24,94,44
9188,2013,7,25,88,23
9188,2013,7,26,87,19
9188,2013,7,27,70,35
9188,2013,7,28,72,30
9188,2013,7,29,72,36
9188,2013,7,30,87,32
9188,2013,7,31,68,19
9188,2013,8,1,51,15
9188,2013,8,2,82,19
9188,2013,8,3,92,44
9188,2013,8,4,86,43
9188,2013,8,5,87,41
9188,2013,8,6,88,54
9188,2013,8,7,93,51
9188,2013,8,8,95,52
9188,2013,8,9,91,23
9188,2013,8,10,85,26
9188,2013,8,11,68,22
9188,2013,8,12,96,43
9188,2013,8,13,95,56
9188,2013,8,14,96,41
9188,2013,8,15,92,38
9188,2013,8,16,95,60
9188,2013,8,17,93,42
9188,2013,8,18,91,45
9188,2013,8,19,91,64
9188,2013,8,20,90,21
9188,2013,8,21,83,36
9188,2013,8,22,83,38
9188,2013,8,23,94,50
9188,2013,8,24,87,45
9188,2013,8,25,80,41
9188,2013,8,26,93,43
9188,2013,8,27,92,45
9188,2013,8,28,87,47
9188,2013,8,29,91,45
9188,2013,8,30,94,38
9188,2013,8,31,90,43
9188,2013,9,1,91,44
9188,2013,9,2,92,30
9188,2013,9,3,87,36
9188,2013,9,4,76,32
9188,2013,9,5,95,46
9188,2013,9,6,96,61
9188,2013,9,7,95,76
9188,2013,9,8,99,80
9188,2013,9,9,98,34
9188,2013,9,10,94,51
9188,2013,9,11,94,48
9188,2013,9,12,91,45
9188,2013,9,13,96,48
9188,2013,9,14,96,43
9188,2013,9,15,94,51
9188,2013,9,16,91,28
9188,2013,9,17,91,56
9188,2013,9,18,94,45
9188,2013,9,19,81,49
9188,2013,9,20,90,50
9188,2013,9,21,92,32
9188,2013,9,22,84,34
9188,2013,9,23,85,42
9188,2013,9,24,91,44
9188,2013,9,25,83,26
9188,2013,9,26,72,22
9188,2013,9,28,78,44
9188,2013,9,29,87,47
9188,2013,9,30,85,43
9188,2013,10,1,92,47
9188,2013,10,2,78,46
9188,2013,10,3,79,46
9188,2013,10,4,96,54
9188,2013,10,5,96,53
9188,2013,10,6,93,54
9188,2013,10,7,95,44
9188,2013,10,8,96,48
9188,2013,10,9,93,53
9188,2013,10,10,90,52
9188,2013,10,11,89,44
9188,2013,10,12,88,40
9188,2013,10,13,91,49
9188,2013,10,14,91,42
9188,2013,10,15,92,57
9188,2013,10,16,92,37
9188,2013,10,17,96,45
9188,2013,10,18,87,26
9188,2013,10,19,75,42
9188,2013,10,20,91,41
9188,2013,10,21,85,42
9188,2013,10,22,80,48
9188,2013,10,23,85,37
9188,2013,10,24,86,57
9188,2013,10,25,95,57
9188,2013,10,26,88,58
9188,2013,10,27,94,37
9188,2013,10,28,93,33
9188,2013,10,29,92,58
9188,2013,10,30,83,61
9188,2013,10,31,92,17
9188,2013,11,1,77,37
9188,2013,11,2,89,50
9188,2013,11,3,94,61
9188,2013,11,4,96,57
9188,2013,11,5,92,53
9188,2013,11,6,96,50
9188,2013,11,7,98,62
9188,2013,11,8,87,43
9188,2013,11,9,89,27
9188,2013,11,10,75,51
9188,2013,11,11,88,72
9188,2013,11,12,90,71
9188,2013,11,13,95,71
9188,2013,11,14,77,63
9188,2013,11,15,98,70
9188,2013,11,16,98,81
9188,2013,11,17,98,84
9188,2013,11,18,94,79
9188,2013,11,19,94,73
9188,2013,11,20,91,61
9188,2013,11,21,93,53
9188,2013,11,22,91,68
9188,2013,11,23,92,73
9188,2013,11,24,89,69
9188,2013,11,25,80,62
9188,2013,11,26,81,53
9188,2013,11,27,87,43
9188,2013,11,28,92,36
9188,2013,11,29,82,67
9188,2013,11,30,97,72
9188,2013,12,1,80,45
9188,2013,12,2,92,59
9188,2013,12,3,93,41
9188,2013,12,4,96,42
9188,2013,12,5,94,63
9188,2013,12,6,94,32
9188,2013,12,7,88,39
9188,2013,12,8,93,46
9188,2013,12,9,97,64
9188,2013,12,10,92,53
9188,2013,12,11,90,52
9188,2013,12,12,86,42
9188,2013,12,13,93,50
9188,2013,12,14,90,40
9188,2013,12,15,89,47
9188,2013,12,16,88,20
9188,2013,12,17,95,67
9188,2013,12,18,94,50
9188,2013,12,19,96,47
9188,2013,12,20,90,70
9188,2013,12,21,88,33
9188,2013,12,22,87,32
9188,2013,12,23,95,51
9188,2013,12,25,89,50
9188,2013,12,26,69,48
9188,2013,12,27,76,57
9188,2013,12,28,77,38
9188,2013,12,29,83,46
9188,2013,12,30,84,42
9188,2013,12,31,92,53
9188,2014,1,1,85,66
9188,2014,1,2,92,58
9188,2014,1,3,98,47
9188,2014,1,4,87,49
9188,2014,1,5,78,43
9188,2014,1,6,86,63
9188,2014,1,7,82,66
9188,2014,1,8,74,28
9188,2014,1,9,71,34
9188,2014,1,10,87,47
9188,2014,1,11,99,69
9188,2014,1,12,99,44
9188,2014,1,13,86,36
9188,2014,1,14,93,57
9188,2014,1,15,92,58
9188,2014,1,16,91,45
9188,2014,1,17,89,48
9188,2014,1,18,94,67
9188,2014,1,19,94,67
9188,2014,1,20,92,63
9188,2014,1,21,94,52
9188,2014,1,22,98,70
9188,2014,1,23,85,69
9188,2014,1,24,88,54
9188,2014,1,25,87,66
9188,2014,1,26,90,40
9188,2014,1,27,94,44
9188,2014,1,28,83,49
9188,2014,1,29,93,51
9188,2014,1,30,93,60
9188,2014,1,31,93,63
9188,2014,2,1,97,40
9188,2014,2,2,89,39
9188,2014,2,3,92,55
9188,2014,2,4,90,60
9188,2014,2,5,86,41
9188,2014,2,6,87,52
9188,2014,2,7,73,41
9188,2014,2,8,83,45
9188,2014,2,9,93,46
9188,2014,2,10,84,53
9188,2014,2,11,85,54
9188,2014,2,12,94,39
9188,2014,2,13,85,42
9188,2014,2,14,74,52
9188,2014,2,15,82,44
9188,2014,2,16,88,47
9188,2014,2,17,84,30
9188,2014,2,18,82,56
9188,2014,2,19,90,53
9188,2014,2,20,90,44
9188,2014,2,21,90,39
9188,2014,2,22,86,42
9188,2014,2,23,89,33
9188,2014,2,24,84,45
9188,2014,2,25,90,35
9188,2014,2,26,88,48
9188,2014,2,27,91,55
9188,2014,2,28,97,41
9188,2014,3,1,94,66
9188,2014,3,2,92,52
9188,2014,3,3,96,39
9188,2014,3,4,82,46
9188,2014,3,5,85,64
9188,2014,3,6,92,29
9188,2014,3,7,87,34
9188,2014,3,8,84,29
9188,2014,3,9,68,23
9188,2014,3,10,82,21
9188,2014,3,11,79,32
9188,2014,3,12,90,33
9188,2014,3,13,82,36
9188,2014,3,14,87,26
9188,2014,3,15,84,34
9188,2014,3,16,73,30
9188,2014,3,17,70,25
9188,2014,3,18,85,42
9188,2014,3,19,90,45
9188,2014,3,20,88,37
9188,2014,3,21,67,23
9188,2014,3,22,95,33
9188,2014,3,23,90,54
9188,2014,3,24,95,53
9188,2014,3,25,99,50
9188,2014,3,26,94,72
9188,2014,3,27,93,34
9188,2014,3,28,93,47
9188,2014,3,29,88,68
9188,2014,3,30,86,55
9188,2014,3,31,82,48
9188,2014,4,1,70,34
9188,2014,4,2,79,41
9188,2014,4,3,88,59
9188,2014,4,4,80,28
9188,2014,4,5,87,48
9188,2014,4,6,94,43
9188,2014,4,7,90,25
9188,2014,4,8,92,60
9188,2014,4,9,97,40
9188,2014,4,10,93,40
9188,2014,4,11,91,60
9188,2014,4,12,94,60
9188,2014,4,13,96,40
9188,2014,4,14,92,45
9188,2014,4,15,81,40
9188,2014,4,16,85,38
9188,2014,4,17,79,16
9188,2014,4,18,58,16
9188,2014,4,19,95,27
9188,2014,4,20,99,74
9188,2014,4,21,98,75
9188,2014,4,22,97,42
9188,2014,4,23,96,46
9188,2014,4,24,99,50
9188,2014,4,25,82,34
9188,2014,4,26,93,50
9188,2014,4,27,91,38
9188,2014,4,28,95,63
9188,2014,4,29,96,47
9188,2014,4,30,97,48
9188,2014,5,1,92,54
9188,2014,5,2,76,54
9188,2014,5,3,84,55
9188,2014,5,4,87,11
9188,2014,5,5,74,32
9188,2014,5,6,86,53
9188,2014,5,7,89,48
9188,2014,5,8,91,44
9188,2014,5,9,93,46
9188,2014,5,10,89,44
9188,2014,5,11,93,64
9188,2014,5,12,93,52
9188,2014,5,13,81,41
9188,2014,5,14,90,26
9188,2014,5,15,89,22
9188,2014,5,16,76,14
9188,2014,5,17,79,31
9188,2014,5,18,80,23
9188,2014,5,19,88,27
9188,2014,5,20,90,43
9188,2014,5,21,78,34
9188,2014,5,22,80,45
